"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Kovin puuska [m/s]"
"Jyväskylä lentoasema","2024","5","10","00:00","4","3.7","3.5","92","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","5","10","01:00","3.5","3.4","3.2","95","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","5","10","02:00","3.3","3.2","3.2","97","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","5","10","03:00","3.5","3.4","3.2","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","04:00","3.5","3.5","3.4","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","05:00","3.5","3.4","3.3","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","06:00","3.8","3.5","3.4","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","07:00","3.8","3.7","3.5","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","08:00","4.9","4.3","3.8","84","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","09:00","7.7","5.7","5","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","10:00","9.7","8.4","7","54","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","11:00","11.1","10","8.8","39","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","12:00","11.4","10.3","9.3","36","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","13:00","11.3","10.2","9.4","37","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","14:00","10.9","9.6","8.9","37","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","15:00","11","10.1","9.2","36","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","16:00","9.7","8.9","7.7","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","17:00","8.3","6.5","5.4","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","18:00","6.1","5.4","4.9","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","19:00","4.9","4","3","71","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","20:00","3.6","3","2.6","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","21:00","3.9","3.6","3.2","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","22:00","4","3.6","3","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","10","23:00","4.3","3.7","3","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","00:00","4.7","4.4","4.1","66","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","01:00","4.6","3.6","3","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","02:00","3","1.9","0.9","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","03:00","2.2","1.5","0.6","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","04:00","4.1","3.2","2.3","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","05:00","5.5","4.6","4","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","06:00","6.9","6","5.4","50","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","07:00","7.9","7.2","6.5","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","08:00","9.1","8","7.2","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","09:00","10","9.1","8.4","36","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","10:00","11.1","9.9","9.3","33","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","11:00","11.7","10.9","10.1","31","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","12:00","12.4","11.5","10.7","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","13:00","12.6","12","11.6","27","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","14:00","12.9","12.1","11.4","27","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","15:00","12.4","11.8","11.3","26","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","16:00","11.9","11.3","10.8","27","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","17:00","11","10.4","9.8","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","18:00","9.8","9.2","8.4","33","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","19:00","8.4","7","4.7","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","20:00","5.3","4.1","2.9","49","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","21:00","4.6","3.7","3","52","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","22:00","4.2","3.9","3.5","50","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","11","23:00","3.5","2.4","-0.4","57","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","00:00","2","0.7","-0.9","66","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","01:00","1.6","-0.7","-2.4","71","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","02:00","-1.6","-2.9","-3.9","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","03:00","-0.1","-1.5","-2.8","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","04:00","3.3","1.7","0","68","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","05:00","6.5","4.9","3.5","54","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","06:00","8","7.2","6.6","46","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","07:00","9.7","8.6","7.7","39","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","08:00","10.9","10.1","9.1","36","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","09:00","11.7","11.1","10.4","35","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","10:00","13","12.1","11.1","32","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","11:00","13.4","12.8","12.4","32","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","12:00","13.1","12.7","11.8","38","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","13:00","12.2","11.8","11.5","52","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","14:00","11.8","11.5","11.1","54","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","15:00","11.4","10.9","10.7","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","16:00","10.9","10.7","10.5","53","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","17:00","10.7","10.6","10.5","52","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","18:00","10.5","10.2","9.7","56","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","19:00","9.6","9","8.5","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","20:00","8.5","8.1","7.7","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","21:00","7.8","7.6","7.4","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","22:00","7.4","7.2","7","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","12","23:00","7.1","6.9","6.7","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","00:00","6.8","6.6","6.1","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","01:00","6.1","4.9","3.3","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","02:00","4.5","3.5","3.1","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","03:00","4.6","4.1","3.7","92","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","04:00","7","5.8","4.6","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","05:00","9.1","8.1","7","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","06:00","10.5","9.8","9","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","07:00","13.1","12.1","10.4","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","08:00","14.8","13.7","13","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","09:00","16.3","15.2","14.3","56","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","10:00","17.4","16.4","15.2","50","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","11:00","17.7","16.9","16.4","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","12:00","17.2","17","16.7","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","13:00","17.2","16.9","16.6","49","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","14:00","17","16.8","16.6","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","15:00","16.9","16.7","16.5","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","16:00","16.5","16.3","16.1","53","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","17:00","16.1","15.9","15.6","55","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","18:00","15.6","15.1","14.7","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","19:00","14.7","14.3","13.7","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","20:00","13.7","13","12","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","21:00","12","11.1","10.4","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","22:00","10.7","10.3","10","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","13","23:00","9.9","9","7.5","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","00:00","7.4","6.7","5.3","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","01:00","5.7","5.2","4.7","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","02:00","4.8","4.3","3.3","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","03:00","8.5","5.7","4","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","04:00","10","9","8.3","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","05:00","13.3","11.8","10","73","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","06:00","15.7","14.5","13.2","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","07:00","17.8","16.5","15.6","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","08:00","19.4","18.3","17.4","52","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","09:00","19.7","19","18.3","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","10:00","21","20.3","19.6","43","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","11:00","21.7","21.1","20.5","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","12:00","21.6","21","20.6","41","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","13:00","21.9","21.3","20.7","41","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","14:00","22.2","21.5","21","41","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","15:00","22.8","21.7","21.1","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","16:00","22.2","21.6","21.2","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","17:00","21.9","21.3","20.7","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","18:00","20.7","20","19.4","45","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","19:00","19.4","18.2","17.2","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","20:00","17.3","16.3","15.2","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","21:00","15.5","15.1","14.4","66","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","22:00","14.4","12.7","11.7","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","14","23:00","11.6","11.2","10.6","84","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","00:00","11.5","10.6","9.9","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","01:00","10.6","9.7","8.7","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","02:00","8.7","8.3","8","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","03:00","10.4","8.7","8","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","04:00","12.3","11.6","10.6","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","05:00","13.6","13","12.3","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","06:00","15.6","14.4","13.5","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","07:00","18","16.5","15.6","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","08:00","21","19.4","18.1","49","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","09:00","22","21.1","20.5","45","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","10:00","23.8","22.9","21.7","39","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","11:00","24.6","24.1","23.4","37","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","12:00","25.3","24.6","23.8","35","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","13:00","25.4","24.5","23.6","34","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","14:00","25.5","24.9","24.2","32","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","15:00","25.1","24.6","23.7","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","16:00","24.5","23.9","23.5","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","17:00","24.2","23.7","23.3","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","18:00","23.3","22.4","21.6","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","19:00","21.6","20.6","19.6","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","20:00","19.5","18.3","16.8","35","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","21:00","16.8","15.4","14.6","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","22:00","15.6","15","14.5","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","15","23:00","14.6","14.2","13.3","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","00:00","13.5","12.4","11.7","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","01:00","13.1","10.2","8.1","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","02:00","12.6","10.5","7.9","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","03:00","12.9","12.8","12.5","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","04:00","14","13.4","12.8","62","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","05:00","15.2","14.6","14","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","06:00","16.8","16","15.3","54","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","07:00","18.6","17.5","16.7","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","08:00","20.2","19.2","18.1","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","09:00","22.5","21.1","20.1","41","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","10:00","23.1","22.5","21.6","32","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","11:00","24","23.2","22.7","31","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","12:00","24.3","23.6","22.9","32","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","13:00","24.9","24.2","23.4","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","14:00","24.8","24.1","23.6","32","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","15:00","23.6","22.9","22.1","37","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","16:00","22.6","22","21.5","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","17:00","21.8","20.3","19.6","43","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","18:00","19.6","19","18","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","19:00","18.3","17.9","17.1","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","20:00","17.1","15.5","14.3","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","21:00","14.3","12.3","10.7","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","22:00","11.4","10.4","9.4","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","16","23:00","9.9","8.8","7","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","00:00","8.5","7.7","6.8","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","01:00","7.4","6.8","5.9","92","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","02:00","7.1","6.6","5.9","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","03:00","8.6","7.7","6.9","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","04:00","11.7","10.3","8.6","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","05:00","14.6","13","11.7","65","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","06:00","-","-","-","-","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","07:00","18.5","17.7","16.7","49","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","08:00","19.9","19.1","18.2","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","09:00","21.5","20.5","19.6","37","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","10:00","21.7","21.2","20.6","34","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","11:00","23.4","22.5","21.6","32","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","12:00","23.6","22.8","22.3","31","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","13:00","24.4","23.7","23","27","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","14:00","24.5","23.9","23.1","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","15:00","24.6","24","23.4","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","16:00","23.9","23.6","23.4","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","17:00","23.8","23.4","23.2","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","18:00","23.2","22.3","20.9","34","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","19:00","20.9","19.5","18.1","41","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","20:00","18.1","16.6","15.2","49","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","21:00","15","14.1","13.2","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","22:00","15","13.2","11.2","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","17","23:00","12.4","11.1","9.8","73","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","00:00","10.1","9.4","9","83","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","01:00","9.1","8.5","7.7","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","02:00","8","7.7","7.4","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","03:00","9.9","8.8","7.7","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","04:00","13.7","11.5","9.9","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","05:00","15.8","15","13.8","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","06:00","18.3","17.1","15.7","52","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","07:00","19.6","18.9","18.1","45","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","08:00","21.4","20.4","19.5","38","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","09:00","22.3","21.6","20.9","36","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","10:00","23.1","22.3","21.8","37","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","11:00","23.7","23","22.5","35","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","12:00","24.5","23.8","23.1","33","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","13:00","24.4","23.9","23.3","33","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","14:00","24.6","24.1","23.6","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","15:00","24.4","24","23.5","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","16:00","24","23.5","23","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","17:00","23.1","22.8","22.5","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","18:00","22.4","21.4","20.3","31","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","19:00","20.5","19.5","18.6","34","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","20:00","18.6","17.5","16.2","36","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","21:00","16.5","15.1","14.4","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","22:00","15.5","13.9","12.4","48","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","18","23:00","12.4","11.5","9.7","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","00:00","9.9","9","8.1","71","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","01:00","8.6","7.8","7.3","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","02:00","7.9","7.3","6.9","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","03:00","9.5","8.1","7.6","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","04:00","13.1","11.4","9.6","68","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","05:00","16.8","15.3","13.1","56","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","06:00","19.3","18","17","48","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","07:00","20.8","19.8","18.9","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","08:00","21.9","21.3","20.6","42","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","09:00","22.6","22.1","21.7","39","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","10:00","23.7","22.8","21.8","36","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","11:00","23.9","23.3","22.6","33","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","12:00","24.3","23.6","23.1","31","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","13:00","24.3","23.8","23","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","14:00","24.5","24.1","23.5","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","15:00","24.5","23.9","23.4","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","16:00","24.2","23.4","22.7","28","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","17:00","23.3","22.7","22.1","27","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","18:00","22.2","20.8","17.8","33","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","19:00","17.7","16.3","15.2","52","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","20:00","15.2","14.4","13.8","55","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","21:00","13.8","13.4","13.1","55","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","22:00","13.1","12.6","12","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","19","23:00","12.2","11.5","10.7","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","00:00","10.7","9.6","8.8","39","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","01:00","8.7","8.1","5.7","41","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","02:00","6.7","5.7","4.6","50","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","03:00","6.6","5.9","5.3","53","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","04:00","7.8","7.2","6.6","50","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","05:00","8.8","8.2","7.8","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","06:00","10","9.1","8.3","45","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","07:00","10.7","10","9.5","42","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","08:00","12.4","11.3","10.5","38","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","09:00","12.9","12.1","11.3","35","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","10:00","13.7","13.1","12.2","33","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","11:00","14.7","13.8","13.2","31","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","12:00","15.2","14","13.3","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","13:00","14.7","14.2","13.7","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","14:00","14.9","14.4","14","29","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","15:00","14.8","14.3","13.9","28","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","16:00","14.4","14","13.6","27","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","17:00","14","13.5","13","30","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","18:00","13.1","12.4","11.7","33","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","19:00","11.6","10.1","8.3","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","20:00","8.7","7.5","6.5","49","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","21:00","6.9","6.4","5.8","49","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","22:00","6.7","5.9","5","50","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","20","23:00","5.3","2","-0.2","68","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","21","00:00","1.5","0.9","0.2","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","21","01:00","1","-0.2","-1.2","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","21","02:00","0","-1.2","-2.3","84","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","5","21","03:00","1.8","0.8","-0.1","84","-","-","-","0","-","-"
