"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Kovin puuska [m/s]"
"Jyväskylä lentoasema AWOS","2024","5","12","21:00","7.8","7.6","7.4","79","2.9","287","2.4","-","1020.7","4"
"Jyväskylä lentoasema AWOS","2024","5","12","22:00","7.5","7.3","7.1","78","2.5","286","1.8","-","1020.7","3.4"
"Jyväskylä lentoasema AWOS","2024","5","12","23:00","7.2","7","6.8","79","1.2","291","0.9","-","1020.8","1.9"
"Jyväskylä lentoasema AWOS","2024","5","13","00:00","6.9","6.6","5.9","80","1.5","298","1.1","-","1020.8","1.9"
"Jyväskylä lentoasema AWOS","2024","5","13","01:00","6","5.3","4.9","85","0.9","330","0.5","-","1020.8","1.2"
"Jyväskylä lentoasema AWOS","2024","5","13","02:00","5.1","3.6","2.9","92","1.3","300","1","-","1021","1.5"
"Jyväskylä lentoasema AWOS","2024","5","13","03:00","4.6","3.9","3.3","93","0.9","258","0.6","-","1021.1","1.8"
"Jyväskylä lentoasema AWOS","2024","5","13","04:00","6.5","5.4","4.6","87","1.1","230","0.5","-","1021.1","1.5"
"Jyväskylä lentoasema AWOS","2024","5","13","05:00","9.1","7.7","6.5","78","0.6","153","0.5","-","1021","1.3"
"Jyväskylä lentoasema AWOS","2024","5","13","06:00","10.8","9.8","8.7","73","1","108","0.6","-","1020.8","2"
"Jyväskylä lentoasema AWOS","2024","5","13","07:00","12.7","11.6","10.1","68","2.9","223","1.4","-","1020.5","4.5"
"Jyväskylä lentoasema AWOS","2024","5","13","08:00","14.6","13.5","12.6","61","3","285","1.9","-","1020.2","4.4"
"Jyväskylä lentoasema AWOS","2024","5","13","09:00","16.3","15.1","14.3","55","3.1","333","2.4","-","1019.8","6.8"
"Jyväskylä lentoasema AWOS","2024","5","13","10:00","17.7","16.3","15.5","49","2.9","337","2.1","-","1019.4","5.4"
"Jyväskylä lentoasema AWOS","2024","5","13","11:00","17.7","17","16.3","46","3.5","18","2.5","-","1019","5"
"Jyväskylä lentoasema AWOS","2024","5","13","12:00","17.6","17.1","16.8","46","2","53","1.3","-","1018.7","3.5"
"Jyväskylä lentoasema AWOS","2024","5","13","13:00","17.2","16.9","16.7","47","2.7","108","1.7","-","1018.6","3.6"
"Jyväskylä lentoasema AWOS","2024","5","13","14:00","17.2","16.9","16.6","49","3.2","109","2.7","-","1018.6","4.8"
"Jyväskylä lentoasema AWOS","2024","5","13","15:00","16.9","16.6","16.4","50","3.4","110","3.1","-","1018.4","4.2"
"Jyväskylä lentoasema AWOS","2024","5","13","16:00","16.5","16.3","16","51","3.4","118","3","-","1018.3","4.3"
"Jyväskylä lentoasema AWOS","2024","5","13","17:00","16.1","15.9","15.7","53","3.3","131","2.9","-","1018.3","3.9"
"Jyväskylä lentoasema AWOS","2024","5","13","18:00","15.8","15.3","14.8","56","3.6","121","3","-","1018.5","4.5"
"Jyväskylä lentoasema AWOS","2024","5","13","19:00","14.7","14.2","13.9","61","2.3","131","2","-","1018.7","2.8"
"Jyväskylä lentoasema AWOS","2024","5","13","20:00","14.1","13.2","12.5","65","1.8","126","1.6","-","1019","2.1"
"Jyväskylä lentoasema AWOS","2024","5","13","21:00","12.6","11.4","10.1","75","1.4","129","0.7","-","1019.3","1.6"
"Jyväskylä lentoasema AWOS","2024","5","13","22:00","10.7","10.2","9.6","80","0.7","331","0.4","-","1019.5","1"
"Jyväskylä lentoasema AWOS","2024","5","13","23:00","10.3","9.1","8","86","0.8","309","0.4","-","1019.7","0.9"
"Jyväskylä lentoasema AWOS","2024","5","14","00:00","8.3","7.1","5.8","90","0.7","304","0.6","-","1019.9","0.9"
"Jyväskylä lentoasema AWOS","2024","5","14","01:00","7","6.1","5.3","90","0.8","305","0.6","-","1020.1","0.9"
"Jyväskylä lentoasema AWOS","2024","5","14","02:00","5.8","5","4.1","92","0.9","306","0.6","-","1020.2","1.1"
"Jyväskylä lentoasema AWOS","2024","5","14","03:00","6.5","5.4","4.5","93","0.5","202","0.3","-","1020.4","0.7"
"Jyväskylä lentoasema AWOS","2024","5","14","04:00","9.4","8","6.5","85","1.3","127","0.7","-","1020.5","1.7"
"Jyväskylä lentoasema AWOS","2024","5","14","05:00","13","11.5","9.4","73","2.2","129","1.6","-","1020.3","2.7"
"Jyväskylä lentoasema AWOS","2024","5","14","06:00","15.1","13.9","12.6","65","1.9","175","1.6","-","1020.1","3.1"
"Jyväskylä lentoasema AWOS","2024","5","14","07:00","17.4","16.2","14.7","59","2","157","1.7","-","1020","4.7"
"Jyväskylä lentoasema AWOS","2024","5","14","08:00","18.9","18","16.9","52","2.5","190","2","-","1020","4.8"
"Jyväskylä lentoasema AWOS","2024","5","14","09:00","19.7","18.8","18.1","48","3.2","218","2.2","-","1019.9","4.9"
"Jyväskylä lentoasema AWOS","2024","5","14","11:00","21.7","20.6","19.6","41","3.5","222","2.9","-","1019.3","7"
"Jyväskylä lentoasema AWOS","2024","5","14","12:00","21.6","20.7","20.3","41","3.9","187","2.5","-","1019","5.8"
"Jyväskylä lentoasema AWOS","2024","5","14","13:00","22.1","21.3","20.5","40","4.7","178","3.2","-","1018.8","6.8"
"Jyväskylä lentoasema AWOS","2024","5","14","14:00","22.3","21.3","20.9","40","4.8","153","4","-","1018.4","7.3"
"Jyväskylä lentoasema AWOS","2024","5","14","15:00","21.9","21.2","20.8","40","4.8","177","4","-","1018.3","6.6"
"Jyväskylä lentoasema AWOS","2024","5","14","16:00","21.7","21.3","21","39","4.7","187","4.1","-","1018","7"
"Jyväskylä lentoasema AWOS","2024","5","14","17:00","21.4","21.1","20.7","39","4.8","180","4.1","-","1017.9","6.9"
"Jyväskylä lentoasema AWOS","2024","5","14","18:00","20.7","20.2","19.3","43","4.4","180","3.6","-","1018.1","6"
"Jyväskylä lentoasema AWOS","2024","5","14","19:00","19.5","18.6","17.7","48","3.6","180","3.1","-","1018.1","5.5"
"Jyväskylä lentoasema AWOS","2024","5","14","20:00","17.7","17","15.8","54","3.3","171","3.1","-","1018.4","4.6"
"Jyväskylä lentoasema AWOS","2024","5","14","21:00","16.5","15.4","14.7","62","3.7","174","2.8","-","1018.7","5"
"Jyväskylä lentoasema AWOS","2024","5","14","22:00","15","14","13.5","68","2.3","177","1.9","-","1019.1","2.8"
"Jyväskylä lentoasema AWOS","2024","5","14","23:00","13.5","12.6","11.1","74","3.3","185","2.7","-","1019.3","4.2"
"Jyväskylä lentoasema AWOS","2024","5","15","00:00","12","11","9.7","82","3.1","188","2.4","-","1019.3","3.5"
"Jyväskylä lentoasema AWOS","2024","5","15","01:00","9.7","8.5","7.7","93","2.7","186","2.4","-","1019.5","3.4"
"Jyväskylä lentoasema AWOS","2024","5","15","02:00","9.7","8.2","7.1","94","2.4","174","2","-","1019.5","3.1"
"Jyväskylä lentoasema AWOS","2024","5","15","03:00","10.6","9.3","7.7","87","2.7","195","2.5","-","1019.2","3.3"
"Jyväskylä lentoasema AWOS","2024","5","15","04:00","12.1","11.6","10.6","75","3.8","200","2.9","-","1018.9","5.5"
"Jyväskylä lentoasema AWOS","2024","5","15","05:00","13.5","12.9","12.2","68","3.9","216","3.4","-","1018.7","5.5"
"Jyväskylä lentoasema AWOS","2024","5","15","06:00","15.3","14.2","13.4","63","4.1","234","3.4","-","1018.7","6"
"Jyväskylä lentoasema AWOS","2024","5","15","07:00","17.7","16.3","15.2","57","4.6","233","3.9","-","1018.7","6.5"
"Jyväskylä lentoasema AWOS","2024","5","15","08:00","20.5","18.9","17.5","50","4.4","230","4","-","1018.5","7.9"
"Jyväskylä lentoasema AWOS","2024","5","15","09:00","22","21","20.2","44","5.1","237","4.4","-","1018.3","7.7"
"Jyväskylä lentoasema AWOS","2024","5","15","10:00","23.6","22.5","21.4","39","6","250","5.4","-","1018","9.7"
"Jyväskylä lentoasema AWOS","2024","5","15","11:00","24.2","23.7","23.1","37","6.1","250","5.5","-","1017.7","9.6"
"Jyväskylä lentoasema AWOS","2024","5","15","12:00","25.1","24.3","23.5","36","6.8","250","5.8","-","1017.4","11.4"
"Jyväskylä lentoasema AWOS","2024","5","15","13:00","25.4","24.5","23.6","34","6.5","259","5.5","-","1017.2","11.5"
"Jyväskylä lentoasema AWOS","2024","5","15","14:00","25.1","24.5","23.7","32","6.7","249","5.8","-","1017","11.1"
"Jyväskylä lentoasema AWOS","2024","5","15","15:00","24.9","24.3","23.7","30","6.6","252","5.2","-","1017","9.8"
"Jyväskylä lentoasema AWOS","2024","5","15","16:00","24.1","23.7","23.3","30","6.3","245","4.9","-","1017.1","8.8"
"Jyväskylä lentoasema AWOS","2024","5","15","17:00","23.9","23.5","23.1","28","5.9","254","5.3","-","1017.1","9.7"
"Jyväskylä lentoasema AWOS","2024","5","15","18:00","23.1","22.3","21.2","29","5.6","271","4.5","-","1017.5","8.3"
"Jyväskylä lentoasema AWOS","2024","5","15","19:00","21.6","20.5","19.1","30","4","269","3.5","-","1018","7"
"Jyväskylä lentoasema AWOS","2024","5","15","20:00","19.4","17.9","15.1","35","3.7","261","2.6","-","1018.6","5.2"
"Jyväskylä lentoasema AWOS","2024","5","15","21:00","15","13.7","12.5","50","2","274","1.5","-","1019.2","3"
"Jyväskylä lentoasema AWOS","2024","5","15","22:00","15.5","14.7","12.8","46","3.2","273","2.8","-","1019.6","5"
"Jyväskylä lentoasema AWOS","2024","5","15","23:00","14.4","13.8","12.5","50","3","277","2.7","-","1019.8","4.7"
"Jyväskylä lentoasema AWOS","2024","5","16","00:00","12.8","11.3","8.5","61","2.4","270","2.1","-","1020.1","3.7"
"Jyväskylä lentoasema AWOS","2024","5","16","01:00","9","8.1","7","77","3.3","242","2.1","-","1020.2","4.8"
"Jyväskylä lentoasema AWOS","2024","5","16","02:00","8.8","7.4","6.6","80","4.3","248","3.8","-","1020.1","6.1"
"Jyväskylä lentoasema AWOS","2024","5","16","03:00","12.8","10.3","7.1","72","4.4","259","3","-","1020","6.2"
"Jyväskylä lentoasema AWOS","2024","5","16","04:00","13.9","13.3","12.5","62","3.1","285","2.1","-","1020.2","5.2"
"Jyväskylä lentoasema AWOS","2024","5","16","05:00","15.3","14.6","13.8","58","3.4","284","3","-","1020.3","4.8"
"Jyväskylä lentoasema AWOS","2024","5","16","06:00","16.6","16","15.1","54","3.4","300","2.1","-","1020.3","4.4"
"Jyväskylä lentoasema AWOS","2024","5","16","07:00","18.3","17.4","16.4","50","2.7","267","1.9","-","1020.3","4.7"
"Jyväskylä lentoasema AWOS","2024","5","16","08:00","20.2","19","18","46","3","271","2.2","-","1020.3","4.8"
"Jyväskylä lentoasema AWOS","2024","5","16","09:00","22.2","20.9","19.6","41","3.2","280","2.4","-","1020.2","5.5"
"Jyväskylä lentoasema AWOS","2024","5","16","10:00","23","22.3","21.4","34","5","320","4","-","1020.1","7.9"
"Jyväskylä lentoasema AWOS","2024","5","16","11:00","23.9","23.2","22.6","31","4.6","331","3.9","-","1020.1","8.6"
"Jyväskylä lentoasema AWOS","2024","5","16","12:00","24.7","23.5","22.6","31","5.4","345","3.9","-","1020","8.9"
"Jyväskylä lentoasema AWOS","2024","5","16","13:00","25.3","24.1","23.3","30","6.4","332","5.7","-","1019.7","10.8"
"Jyväskylä lentoasema AWOS","2024","5","16","14:00","24.9","24","23.5","31","6.6","352","4.8","-","1019.6","9.1"
"Jyväskylä lentoasema AWOS","2024","5","16","15:00","23.6","22.9","22.2","36","5.7","24","4.9","-","1019.9","7.7"
"Jyväskylä lentoasema AWOS","2024","5","16","16:00","22.7","22.1","21.5","38","4.9","22","3.9","-","1020.1","6.3"
"Jyväskylä lentoasema AWOS","2024","5","16","17:00","21.7","20.3","19.6","42","5.7","29","4.5","-","1020.6","8.2"
"Jyväskylä lentoasema AWOS","2024","5","16","18:00","19.8","19.2","18.5","45","4.1","19","3.3","-","1020.8","5.5"
"Jyväskylä lentoasema AWOS","2024","5","16","19:00","18.5","18.1","17.7","49","2.8","30","1.9","-","1021.3","4"
"Jyväskylä lentoasema AWOS","2024","5","16","20:00","17.6","16","13.9","58","1.8","46","0.7","-","1021.8","1.9"
"Jyväskylä lentoasema AWOS","2024","5","16","21:00","14.1","12.9","11.8","71","1.3","319","0.9","-","1022.3","1.5"
"Jyväskylä lentoasema AWOS","2024","5","16","22:00","12.5","10.9","9.6","77","1.5","320","0.9","-","1022.7","1.7"
"Jyväskylä lentoasema AWOS","2024","5","16","23:00","10","8.8","7.8","84","1.7","319","1.4","-","1022.9","2"
"Jyväskylä lentoasema AWOS","2024","5","17","00:00","8.7","7.9","6.5","86","1.7","312","0.9","-","1023.2","1.8"
"Jyväskylä lentoasema AWOS","2024","5","17","01:00","6.8","6.3","5.9","94","1.7","320","1.1","-","1023.6","1.7"
"Jyväskylä lentoasema AWOS","2024","5","17","02:00","6.1","5.9","5.6","96","1.2","337","0.9","-","1023.7","1.5"
"Jyväskylä lentoasema AWOS","2024","5","17","03:00","8.9","7.1","5.6","91","1.2","335","0.9","-","1023.7","1.4"
"Jyväskylä lentoasema AWOS","2024","5","17","04:00","11.4","10","8.5","80","1.1","313","0.7","-","1023.6","1.5"
"Jyväskylä lentoasema AWOS","2024","5","17","05:00","14.5","12.9","11.4","66","0.9","11","0.7","-","1023.5","1.5"
"Jyväskylä lentoasema AWOS","2024","5","17","06:00","16.9","15.3","13.8","56","1","86","0.7","-","1023.3","1.7"
"Jyväskylä lentoasema AWOS","2024","5","17","07:00","18.5","17.6","16.3","48","1.7","57","1","-","1023","3.4"
"Jyväskylä lentoasema AWOS","2024","5","17","08:00","19.9","18.9","17.9","42","1.9","79","1.6","-","1022.8","3.7"
"Jyväskylä lentoasema AWOS","2024","5","17","09:00","21.3","20.1","18.9","36","2","189","1.5","-","1022.7","3.8"
"Jyväskylä lentoasema AWOS","2024","5","17","10:00","22.2","21","20.5","33","2.3","207","1.5","-","1022.4","3.6"
"Jyväskylä lentoasema AWOS","2024","5","17","11:00","23.2","22.1","21","31","2.8","182","2","-","1022.1","6.2"
"Jyväskylä lentoasema AWOS","2024","5","17","12:00","23.4","22.7","22.1","30","1.8","107","1.4","-","1021.8","3.9"
"Jyväskylä lentoasema AWOS","2024","5","17","13:00","24","23.4","22.9","28","2.9","167","2.2","-","1021.4","5.4"
"Jyväskylä lentoasema AWOS","2024","5","17","14:00","24.3","23.6","22.9","29","3.8","111","2.9","-","1020.9","6.2"
"Jyväskylä lentoasema AWOS","2024","5","17","15:00","24.2","23.7","23.2","29","4.2","150","3.3","-","1020.5","6.4"
"Jyväskylä lentoasema AWOS","2024","5","17","16:00","24.1","23.5","23.2","29","4.2","148","3.6","-","1020.2","6.2"
"Jyväskylä lentoasema AWOS","2024","5","17","17:00","23.5","23.1","22.8","30","3.2","159","3","-","1020","5.2"
"Jyväskylä lentoasema AWOS","2024","5","17","18:00","22.9","22.2","21.3","33","3.1","156","2.6","-","1019.8","3.7"
"Jyväskylä lentoasema AWOS","2024","5","17","19:00","21.6","19.6","16.8","43","2.1","165","1.2","-","1019.9","2.6"
"Jyväskylä lentoasema AWOS","2024","5","17","20:00","17.1","15.4","14.1","57","1","152","0.6","-","1020.2","1.8"
"Jyväskylä lentoasema AWOS","2024","5","17","21:00","14","13.2","12.3","67","1.3","186","0.8","-","1020.2","1.8"
"Jyväskylä lentoasema AWOS","2024","5","17","22:00","13.1","11.6","10.4","73","2.8","264","1","-","1020.4","5.1"
"Jyväskylä lentoasema AWOS","2024","5","17","23:00","11.6","10.4","9.1","79","1","125","0.6","-","1020.5","1.6"
"Jyväskylä lentoasema AWOS","2024","5","18","00:00","9.9","9.1","8.4","85","1.1","280","0.6","-","1020.7","1.4"
"Jyväskylä lentoasema AWOS","2024","5","18","01:00","8.5","8.1","7.6","91","0.6","201","0.4","-","1020.7","0.8"
"Jyväskylä lentoasema AWOS","2024","5","18","02:00","7.7","7.3","6.9","94","1","148","0.7","-","1020.7","1.6"
"Jyväskylä lentoasema AWOS","2024","5","18","03:00","8.5","7.8","7.2","92","1.1","149","0.5","-","1020.6","1.5"
"Jyväskylä lentoasema AWOS","2024","5","18","04:00","13","10.6","8.6","81","1.7","156","1","-","1020.6","2.3"
"Jyväskylä lentoasema AWOS","2024","5","18","05:00","15.8","14.4","13.1","65","3.1","192","2.6","-","1020.3","4.1"
"Jyväskylä lentoasema AWOS","2024","5","18","06:00","17.8","16.7","15.9","52","3.3","178","3","-","1020.1","4.8"
"Jyväskylä lentoasema AWOS","2024","5","18","07:00","19.5","18.5","17.6","45","4.3","201","3.4","-","1019.7","5.7"
"Jyväskylä lentoasema AWOS","2024","5","18","08:00","20.8","19.9","19","39","4.3","199","3.8","-","1019.4","7.2"
"Jyväskylä lentoasema AWOS","2024","5","18","09:00","21.7","21.1","20.4","37","5.1","204","4.5","-","1019","7.3"
"Jyväskylä lentoasema AWOS","2024","5","18","10:00","23.2","22","21.2","38","5.9","190","5.2","-","1018.4","8.6"
"Jyväskylä lentoasema AWOS","2024","5","18","11:00","23.3","22.6","22.1","36","5.8","200","5","-","1017.8","9"
"Jyväskylä lentoasema AWOS","2024","5","18","12:00","24.3","23.3","22.4","34","6.8","205","5.6","-","1017.1","10.1"
"Jyväskylä lentoasema AWOS","2024","5","18","13:00","24.3","23.6","23","33","7.2","211","6","-","1016.5","11.3"
"Jyväskylä lentoasema AWOS","2024","5","18","14:00","24.5","23.8","23.2","30","7.2","210","6","-","1015.8","11.1"
"Jyväskylä lentoasema AWOS","2024","5","18","15:00","24.1","23.6","23.3","29","6.6","211","5.7","-","1015.1","9.3"
"Jyväskylä lentoasema AWOS","2024","5","18","16:00","23.5","23.2","22.8","30","6.3","185","5.5","-","1014.4","9"
"Jyväskylä lentoasema AWOS","2024","5","18","17:00","22.9","22.5","22.1","29","6.3","188","5.4","-","1013.8","8.6"
"Jyväskylä lentoasema AWOS","2024","5","18","18:00","22.1","21.3","20.3","30","5.4","187","4.5","-","1013.5","7.9"
"Jyväskylä lentoasema AWOS","2024","5","18","19:00","20.6","19.6","18.7","31","4.4","183","3.5","-","1013.5","5.8"
"Jyväskylä lentoasema AWOS","2024","5","18","20:00","18.8","17.7","15.5","34","3.2","194","2.3","-","1013.6","4.1"
"Jyväskylä lentoasema AWOS","2024","5","18","21:00","16.9","15.8","14.2","40","2.5","191","2.2","-","1013.7","3.6"
"Jyväskylä lentoasema AWOS","2024","5","18","22:00","14.5","12.5","9.8","54","2.5","232","1.7","-","1014","3.9"
"Jyväskylä lentoasema AWOS","2024","5","18","23:00","11","10.1","9.5","65","1.3","196","0.6","-","1014","1.2"
"Jyväskylä lentoasema AWOS","2024","5","19","00:00","9.6","8.7","7.9","76","0.6","126","0.4","-","1013.8","0.9"
"Jyväskylä lentoasema AWOS","2024","5","19","01:00","7.9","7.3","6.5","83","1","131","0.5","-","1013.5","1.2"
"Jyväskylä lentoasema AWOS","2024","5","19","02:00","6.8","6.4","6.1","86","0.8","92","0.6","-","1013.2","1.3"
"Jyväskylä lentoasema AWOS","2024","5","19","03:00","9.1","7.3","6.2","83","3","157","2.3","-","1012.8","3.7"
"Jyväskylä lentoasema AWOS","2024","5","19","04:00","13","11.3","8.8","71","2.9","158","2.7","-","1012.4","3.8"
"Jyväskylä lentoasema AWOS","2024","5","19","05:00","16.2","14.7","13","58","3.1","182","2.8","-","1011.9","5.5"
"Jyväskylä lentoasema AWOS","2024","5","19","06:00","18.6","17.5","16.2","48","4.4","211","3.5","-","1011.3","7.2"
"Jyväskylä lentoasema AWOS","2024","5","19","07:00","20.5","19.5","18.5","44","6.2","202","4.9","-","1010.7","10.2"
"Jyväskylä lentoasema AWOS","2024","5","19","08:00","22","21.1","20.3","42","6.3","226","5","-","1010","10.7"
"Jyväskylä lentoasema AWOS","2024","5","19","09:00","22.6","21.9","21.1","40","7.4","221","6","-","1009.4","10.5"
"Jyväskylä lentoasema AWOS","2024","5","19","10:00","23.3","22.4","21.5","37","7.2","232","6.4","-","1008.9","12.1"
"Jyväskylä lentoasema AWOS","2024","5","19","11:00","23.8","23","22.6","34","7.1","228","5.9","-","1008.5","11.7"
"Jyväskylä lentoasema AWOS","2024","5","19","12:00","24.3","23.6","22.9","32","7.5","238","6.5","-","1008","11"
"Jyväskylä lentoasema AWOS","2024","5","19","13:00","24.3","23.5","22.7","31","6.7","234","5.9","-","1007.6","11.3"
"Jyväskylä lentoasema AWOS","2024","5","19","14:00","24.2","23.7","23.1","29","7.1","233","6.6","-","1007.1","11.6"
"Jyväskylä lentoasema AWOS","2024","5","19","15:00","24.1","23.7","23","29","7.4","233","5.8","-","1006.5","11.9"
"Jyväskylä lentoasema AWOS","2024","5","19","16:00","23.7","23.2","22.6","28","7","245","6.1","-","1006.1","11.8"
"Jyväskylä lentoasema AWOS","2024","5","19","17:00","23.5","22.6","22","27","7.8","272","6.5","-","1006.3","11.9"
"Jyväskylä lentoasema AWOS","2024","5","19","18:00","22","20.8","18.1","32","8.5","285","6.2","-","1007","12.2"
"Jyväskylä lentoasema AWOS","2024","5","19","19:00","18.2","16.5","15.5","50","8.7","318","7.8","-","1008.8","11.9"
"Jyväskylä lentoasema AWOS","2024","5","19","20:00","15.6","14.8","14.3","52","8.8","322","6.6","-","1009.9","13.3"
"Jyväskylä lentoasema AWOS","2024","5","19","21:00","14.3","13.9","13.4","52","6.8","323","5.6","-","1010.8","11.1"
"Jyväskylä lentoasema AWOS","2024","5","19","22:00","13.5","13","12.4","57","5.9","323","5.2","-","1011.5","9.4"
"Jyväskylä lentoasema AWOS","2024","5","19","23:00","12.6","12","11.1","49","7.9","330","6.7","-","1012.5","10.9"
"Jyväskylä lentoasema AWOS","2024","5","20","00:00","11.1","10.1","9.2","37","8.3","335","6.8","-","1013.7","12.4"
"Jyväskylä lentoasema AWOS","2024","5","20","01:00","9.1","8.7","8","38","7.2","338","5.8","-","1014.8","11"
"Jyväskylä lentoasema AWOS","2024","5","20","02:00","8","6.6","4.8","46","4.7","331","3.8","-","1015.7","6.7"
"Jyväskylä lentoasema AWOS","2024","5","20","03:00","6.8","6.4","5.9","49","3.9","319","3","-","1016.5","5.1"
"Jyväskylä lentoasema AWOS","2024","5","20","04:00","8","7.3","6.8","48","5","328","4.1","-","1017","6.4"
"Jyväskylä lentoasema AWOS","2024","5","20","05:00","8.9","8.2","7.9","46","5.3","333","4.4","-","1017.4","7.2"
"Jyväskylä lentoasema AWOS","2024","5","20","06:00","9.9","9","8.4","44","4.5","339","3.8","-","1017.7","6"
"Jyväskylä lentoasema AWOS","2024","5","20","07:00","10.8","9.9","9.2","42","4.6","329","3.5","-","1018.1","6.3"
"Jyväskylä lentoasema AWOS","2024","5","20","08:00","12.2","11.1","9.9","39","4.5","298","3.5","-","1018.4","7.1"
"Jyväskylä lentoasema AWOS","2024","5","20","09:00","13","12","11.3","35","5.5","308","4.5","-","1018.8","8.6"
"Jyväskylä lentoasema AWOS","2024","5","20","10:00","13.8","12.9","12.1","33","5.6","289","4.5","-","1019","8.4"
"Jyväskylä lentoasema AWOS","2024","5","20","11:00","14.6","13.5","12.6","31","6.4","320","5.3","-","1019.1","11.2"
"Jyväskylä lentoasema AWOS","2024","5","20","12:00","14.7","14","13.1","30","6","297","5","-","1019.2","9.2"
"Jyväskylä lentoasema AWOS","2024","5","20","13:00","14.7","14.1","13.3","30","5.6","319","5","-","1019.3","8.6"
"Jyväskylä lentoasema AWOS","2024","5","20","14:00","15","14.2","13.6","29","5.9","321","5","-","1019.5","10.1"
"Jyväskylä lentoasema AWOS","2024","5","20","15:00","14.8","14.2","13.7","28","6.3","329","5.3","-","1019.6","9.4"
"Jyväskylä lentoasema AWOS","2024","5","20","16:00","14.8","14","13.5","27","5.4","342","4.6","-","1019.7","9"
"Jyväskylä lentoasema AWOS","2024","5","20","17:00","14.3","13.6","13.2","29","5.1","335","4.6","-","1020","7.1"
"Jyväskylä lentoasema AWOS","2024","5","20","18:00","13.2","12.7","12.2","31","4.7","348","4","-","1020.5","6.4"
"Jyväskylä lentoasema AWOS","2024","5","20","19:00","12.2","11.3","10.2","36","3.8","342","3.1","-","1021.3","4.6"
"Jyväskylä lentoasema AWOS","2024","5","20","20:00","10.3","9.2","7.5","44","4.4","342","3.8","-","1022.1","6.3"
"Jyväskylä lentoasema AWOS","2024","5","20","21:00","8.5","7.4","4.6","48","3.5","347","2.2","-","1022.9","4"
"Jyväskylä lentoasema AWOS","2024","5","20","22:00","5.7","3.9","2.7","64","2","318","1.6","-","1023.7","2.3"
"Jyväskylä lentoasema AWOS","2024","5","20","23:00","3.3","2.2","0.6","70","1.6","302","1.3","-","1024.4","1.7"
"Jyväskylä lentoasema AWOS","2024","5","21","00:00","1.6","0.3","-0.2","80","1.6","311","1","-","1025.1","1.9"
"Jyväskylä lentoasema AWOS","2024","5","21","01:00","0","-0.4","-0.8","87","1.2","295","0.8","-","1025.6","1.5"
"Jyväskylä lentoasema AWOS","2024","5","21","02:00","0.4","-0.6","-1.4","82","1.7","323","1.4","-","1025.9","2"
"Jyväskylä lentoasema AWOS","2024","5","21","03:00","2.1","0.4","-0.7","84","1.3","357","0.7","-","1026.1","1.4"
"Jyväskylä lentoasema AWOS","2024","5","21","04:00","5.7","3.9","2.2","72","0.9","5","0.6","-","1026.1","1.2"
"Jyväskylä lentoasema AWOS","2024","5","21","05:00","9.5","7.7","5.7","53","1","95","0.5","-","1026","1.6"
"Jyväskylä lentoasema AWOS","2024","5","21","06:00","10.7","10.1","9","37","1.3","94","1","-","1026.2","2.4"
"Jyväskylä lentoasema AWOS","2024","5","21","07:00","11.9","11","10.2","34","2.3","295","1.6","-","1026.4","4.6"
"Jyväskylä lentoasema AWOS","2024","5","21","08:00","13.2","12.2","11.4","31","3.4","279","2.4","-","1026.3","5.9"
"Jyväskylä lentoasema AWOS","2024","5","21","09:00","14.5","13.4","12.6","29","3.4","256","2.4","-","1026","6.7"
"Jyväskylä lentoasema AWOS","2024","5","21","10:00","15.5","14.5","13.8","28","4.9","267","3","-","1025.9","7.4"
"Jyväskylä lentoasema AWOS","2024","5","21","11:00","16.8","15.7","14.5","27","4.9","295","3.4","-","1025.5","8.8"
"Jyväskylä lentoasema AWOS","2024","5","21","12:00","17.5","16.6","15.8","26","4.8","286","3.3","-","1025.1","11.7"
"Jyväskylä lentoasema AWOS","2024","5","21","13:00","18.1","17.1","16.3","26","4.5","297","2.9","-","1024.7","13"
"Jyväskylä lentoasema AWOS","2024","5","21","14:00","18.9","18","17","25","5","283","3.3","-","1024.3","6.5"
"Jyväskylä lentoasema AWOS","2024","5","21","15:00","19.1","18.1","17.2","26","3.9","328","2.7","-","1024","5.9"
"Jyväskylä lentoasema AWOS","2024","5","21","16:00","18.4","17.9","17.4","26","3.4","308","1.8","-","1023.8","6.8"
"Jyväskylä lentoasema AWOS","2024","5","21","17:00","17.5","17.2","16.8","29","2.8","34","2.3","-","1023.7","3.5"
"Jyväskylä lentoasema AWOS","2024","5","21","18:00","16.8","16.1","15.3","35","2.7","82","2","-","1023.8","3.2"
"Jyväskylä lentoasema AWOS","2024","5","21","19:00","15.9","15","14.5","39","3.9","42","2.9","-","1024.3","6.2"
"Jyväskylä lentoasema AWOS","2024","5","21","20:00","14.5","14","13.4","42","2.5","10","2.3","-","1024.9","3.7"
"Jyväskylä lentoasema AWOS","2024","5","21","21:00","13.4","13.2","13","42","2.2","13","1.4","-","1025.4","3.1"
"Jyväskylä lentoasema AWOS","2024","5","21","22:00","13","12.8","12.5","41","1.4","355","1","-","1025.7","1.9"
