"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Lappeenranta Lepola","2024","5","13","16:00","14.4","14.7","14.2","54","-","-","-","-","0","1019"
"Lappeenranta Lepola","2024","5","13","17:00","14.1","14.3","13.9","55","-","-","-","-","0","1019"
"Lappeenranta Lepola","2024","5","13","18:00","13.5","13.9","13.2","56","-","-","-","-","0","1019.1"
"Lappeenranta Lepola","2024","5","13","19:00","12.9","13.3","12.7","59","-","-","-","-","0","1019.3"
"Lappeenranta Lepola","2024","5","13","20:00","12.5","12.7","12.4","62","-","-","-","-","0","1019.5"
"Lappeenranta Lepola","2024","5","13","21:00","12.3","12.4","12","63","-","-","-","-","0","1019.6"
"Lappeenranta Lepola","2024","5","13","22:00","11.4","12","10.4","69","-","-","-","-","0","1019.8"
"Lappeenranta Lepola","2024","5","13","23:00","9.9","10.4","9.7","78","-","-","-","-","0","1020.1"
"Lappeenranta Lepola","2024","5","14","00:00","9.7","9.8","9.6","77","-","-","-","-","0","1020.3"
"Lappeenranta Lepola","2024","5","14","01:00","9.4","9.6","9.2","77","-","-","-","-","0","1020.4"
"Lappeenranta Lepola","2024","5","14","02:00","9.2","9.2","9.1","78","-","-","-","-","0","1020.6"
"Lappeenranta Lepola","2024","5","14","03:00","9.1","9.2","9.1","78","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","5","14","04:00","9.1","9.4","9.1","78","-","-","-","-","0","1021.1"
"Lappeenranta Lepola","2024","5","14","05:00","10","10.6","9.4","75","-","-","-","-","0","1021.2"
"Lappeenranta Lepola","2024","5","14","06:00","11.5","12.4","10.6","68","-","-","-","-","0","1021.3"
"Lappeenranta Lepola","2024","5","14","07:00","13.2","14.1","12.4","61","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","14","08:00","14.6","15.5","14","56","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","14","09:00","15.6","16.1","15.2","53","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","14","10:00","16.6","17.2","15.9","50","-","-","-","-","0","1021.4"
"Lappeenranta Lepola","2024","5","14","11:00","17.5","18.1","16.8","46","-","-","-","-","0","1021.2"
"Lappeenranta Lepola","2024","5","14","12:00","17.7","18.1","17.2","45","-","-","-","-","0","1021.1"
"Lappeenranta Lepola","2024","5","14","13:00","17.7","18.2","17.3","46","-","-","-","-","0","1020.9"
"Lappeenranta Lepola","2024","5","14","14:00","18.2","18.6","17.9","45","-","-","-","-","0","1020.6"
"Lappeenranta Lepola","2024","5","14","15:00","18.2","18.4","17.9","46","-","-","-","-","0","1020.6"
"Lappeenranta Lepola","2024","5","14","16:00","17.9","18","17.7","47","-","-","-","-","0","1020.5"
"Lappeenranta Lepola","2024","5","14","17:00","17.1","17.7","16.3","50","-","-","-","-","0","1020.7"
"Lappeenranta Lepola","2024","5","14","18:00","15.9","16.3","15.5","54","-","-","-","-","0","1021"
"Lappeenranta Lepola","2024","5","14","19:00","15","15.5","14.6","57","-","-","-","-","0","1021.2"
"Lappeenranta Lepola","2024","5","14","20:00","14.2","14.6","13.9","60","-","-","-","-","0","1021.3"
"Lappeenranta Lepola","2024","5","14","21:00","13.7","14","13.4","63","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","14","22:00","13.2","13.4","12.8","65","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","14","23:00","12.5","12.8","12","68","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","5","15","00:00","11.5","12","11","69","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","15","01:00","10.9","11","10.7","69","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","5","15","02:00","9.9","10.8","9.4","73","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","15","03:00","9.6","10.4","9.3","75","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","15","04:00","11","11.5","10.4","68","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","5","15","05:00","12.2","13.1","11.5","65","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","5","15","06:00","14.2","15.4","13.1","61","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","15","07:00","17.1","18.1","15.4","53","-","-","-","-","0","1021.1"
"Lappeenranta Lepola","2024","5","15","08:00","19.4","20.2","18.1","43","-","-","-","-","0","1020.9"
"Lappeenranta Lepola","2024","5","15","09:00","20.8","21.3","20.1","39","-","-","-","-","0","1020.7"
"Lappeenranta Lepola","2024","5","15","10:00","22","22.6","21","35","-","-","-","-","0","1020.3"
"Lappeenranta Lepola","2024","5","15","11:00","22.7","23.2","22.3","34","-","-","-","-","0","1020"
"Lappeenranta Lepola","2024","5","15","12:00","23.5","23.8","23","34","-","-","-","-","0","1019.7"
"Lappeenranta Lepola","2024","5","15","13:00","23.9","24.4","23.6","34","-","-","-","-","0","1019.3"
"Lappeenranta Lepola","2024","5","15","14:00","23.9","24.3","23.2","34","-","-","-","-","0","1018.9"
"Lappeenranta Lepola","2024","5","15","15:00","23.4","24","22.8","36","-","-","-","-","0","1018.7"
"Lappeenranta Lepola","2024","5","15","16:00","22.5","22.9","21.9","38","-","-","-","-","0","1018.7"
"Lappeenranta Lepola","2024","5","15","17:00","21.5","21.8","21.1","40","-","-","-","-","0","1018.7"
"Lappeenranta Lepola","2024","5","15","18:00","20.5","21.2","19.6","43","-","-","-","-","0","1018.8"
"Lappeenranta Lepola","2024","5","15","19:00","18.9","19.6","18.3","48","-","-","-","-","0","1019"
"Lappeenranta Lepola","2024","5","15","20:00","17.7","18.4","17.1","52","-","-","-","-","0","1019.2"
"Lappeenranta Lepola","2024","5","15","21:00","16.6","17.1","16.3","56","-","-","-","-","0","1019.6"
"Lappeenranta Lepola","2024","5","15","22:00","16.4","17","15.7","56","-","-","-","-","0","1019.9"
"Lappeenranta Lepola","2024","5","15","23:00","16","17","15.1","56","-","-","-","-","0","1020.2"
"Lappeenranta Lepola","2024","5","16","00:00","15.7","16","15.3","56","-","-","-","-","0","1020.4"
"Lappeenranta Lepola","2024","5","16","01:00","14.8","15.3","14.3","59","-","-","-","-","0","1020.7"
"Lappeenranta Lepola","2024","5","16","02:00","14","14.3","13.7","63","-","-","-","-","0","1020.7"
"Lappeenranta Lepola","2024","5","16","03:00","13.7","13.8","13.5","64","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","5","16","04:00","14.3","14.7","13.8","62","-","-","-","-","0","1020.9"
"Lappeenranta Lepola","2024","5","16","05:00","15.3","16","14.8","59","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","5","16","06:00","16.8","17.8","16","55","-","-","-","-","0","1020.8"
"Lappeenranta Lepola","2024","5","16","07:00","18.7","19.7","17.9","49","-","-","-","-","0","1020.4"
"Lappeenranta Lepola","2024","5","16","08:00","20.8","21.6","19.7","45","-","-","-","-","0","1020.1"
"Lappeenranta Lepola","2024","5","16","09:00","22","22.5","21.3","41","-","-","-","-","0","1019.9"
"Lappeenranta Lepola","2024","5","16","10:00","23.2","23.9","22.4","38","-","-","-","-","0","1019.6"
"Lappeenranta Lepola","2024","5","16","11:00","24.3","24.6","23.7","34","-","-","-","-","0","1019.3"
"Lappeenranta Lepola","2024","5","16","12:00","24.7","25","24.4","33","-","-","-","-","0","1019.1"
"Lappeenranta Lepola","2024","5","16","13:00","24.9","25.1","24.3","32","-","-","-","-","0","1018.9"
"Lappeenranta Lepola","2024","5","16","14:00","24","24.5","23.2","38","-","-","-","-","0","1018.8"
"Lappeenranta Lepola","2024","5","16","15:00","23.7","23.9","23.3","39","-","-","-","-","0","1018.8"
"Lappeenranta Lepola","2024","5","16","16:00","23.5","23.8","23.2","38","-","-","-","-","0","1018.8"
"Lappeenranta Lepola","2024","5","16","17:00","22.7","23.3","21.5","38","-","-","-","-","0","1018.8"
"Lappeenranta Lepola","2024","5","16","18:00","20.8","21.5","20.2","44","-","-","-","-","0","1019.1"
"Lappeenranta Lepola","2024","5","16","19:00","19.3","20.2","18.5","48","-","-","-","-","0","1019.7"
"Lappeenranta Lepola","2024","5","16","20:00","17.9","18.5","17.2","51","-","-","-","-","0","1020.3"
"Lappeenranta Lepola","2024","5","16","21:00","17","17.2","16.6","54","-","-","-","-","0","1020.5"
"Lappeenranta Lepola","2024","5","16","22:00","16.3","16.6","16.1","57","-","-","-","-","0","1020.9"
"Lappeenranta Lepola","2024","5","16","23:00","15.8","16.1","15.5","58","-","-","-","-","0","1021"
"Lappeenranta Lepola","2024","5","17","00:00","15.1","15.5","14.7","59","-","-","-","-","0","1021.4"
"Lappeenranta Lepola","2024","5","17","01:00","14.1","14.7","13.6","64","-","-","-","-","0","1021.9"
"Lappeenranta Lepola","2024","5","17","02:00","13.2","13.6","12.8","68","-","-","-","-","0","1022"
"Lappeenranta Lepola","2024","5","17","03:00","12.9","13.3","12.6","69","-","-","-","-","0","1022.1"
"Lappeenranta Lepola","2024","5","17","04:00","13.2","13.3","13.1","61","-","-","-","-","0","1022.4"
"Lappeenranta Lepola","2024","5","17","05:00","13.5","13.9","13","61","-","-","-","-","0","1022.6"
"Lappeenranta Lepola","2024","5","17","06:00","14.7","15.3","13.9","58","-","-","-","-","0","1022.8"
"Lappeenranta Lepola","2024","5","17","07:00","16","16.4","15.3","54","-","-","-","-","0","1022.8"
"Lappeenranta Lepola","2024","5","17","08:00","17.4","18.2","16.7","50","-","-","-","-","0","1022.9"
"Lappeenranta Lepola","2024","5","17","09:00","17.9","18.7","17.5","44","-","-","-","-","0","1023.1"
"Lappeenranta Lepola","2024","5","17","10:00","18.9","19.4","18.5","37","-","-","-","-","0","1023.1"
"Lappeenranta Lepola","2024","5","17","11:00","19.1","19.6","18.8","33","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","5","17","12:00","19.8","20.3","19.2","26","-","-","-","-","0","1022.8"
"Lappeenranta Lepola","2024","5","17","13:00","20.2","20.4","19.8","27","-","-","-","-","0","1022.6"
"Lappeenranta Lepola","2024","5","17","14:00","20.1","20.4","19.8","32","-","-","-","-","0","1022.4"
"Lappeenranta Lepola","2024","5","17","15:00","20.3","20.6","19.9","31","-","-","-","-","0","1022"
"Lappeenranta Lepola","2024","5","17","16:00","20.4","20.5","20.2","30","-","-","-","-","0","1021.7"
"Lappeenranta Lepola","2024","5","17","17:00","20.2","20.5","20","31","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","17","18:00","19.1","20.1","18.4","37","-","-","-","-","0","1021.5"
"Lappeenranta Lepola","2024","5","17","19:00","17.3","18.4","16.3","41","-","-","-","-","0","1021.8"
"Lappeenranta Lepola","2024","5","17","20:00","15.3","16.3","14.6","48","-","-","-","-","0","1022.1"
"Lappeenranta Lepola","2024","5","17","21:00","14","14.6","13.1","53","-","-","-","-","0","1022.2"
"Lappeenranta Lepola","2024","5","17","22:00","12.2","13","11.4","63","-","-","-","-","0","1022.3"
"Lappeenranta Lepola","2024","5","17","23:00","11.4","11.7","11.2","69","-","-","-","-","0","1022.5"
"Lappeenranta Lepola","2024","5","18","00:00","10.3","11.2","9.9","76","-","-","-","-","0","1022.8"
"Lappeenranta Lepola","2024","5","18","01:00","10.1","10.6","9.9","78","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","5","18","02:00","9.4","10.5","8.4","78","-","-","-","-","0","1023.1"
"Lappeenranta Lepola","2024","5","18","03:00","8.5","9.4","8","84","-","-","-","-","0","1023"
"Lappeenranta Lepola","2024","5","18","04:00","11","12.2","9.5","68","-","-","-","-","0","1022.9"
"Lappeenranta Lepola","2024","5","18","05:00","13","14.1","12.1","55","-","-","-","-","0","1022.7"
"Lappeenranta Lepola","2024","5","18","06:00","15","15.5","14.1","45","-","-","-","-","0","1022.5"
"Lappeenranta Lepola","2024","5","18","07:00","16.6","17.6","15.4","41","-","-","-","-","0","1022.2"
"Lappeenranta Lepola","2024","5","18","08:00","18.2","18.8","17.4","36","-","-","-","-","0","1021.9"
"Lappeenranta Lepola","2024","5","18","09:00","19","19.7","18.5","34","-","-","-","-","0","1021.6"
"Lappeenranta Lepola","2024","5","18","10:00","19.7","20.4","19","32","-","-","-","-","0","1021"
"Lappeenranta Lepola","2024","5","18","11:00","20.5","21","19.8","30","-","-","-","-","0","1020.3"
"Lappeenranta Lepola","2024","5","18","12:00","21.4","21.9","20.7","28","-","-","-","-","0","1019.6"
"Lappeenranta Lepola","2024","5","18","13:00","21.8","22","21.3","27","-","-","-","-","0","1019"
"Lappeenranta Lepola","2024","5","18","14:00","22.1","22.5","21.8","28","-","-","-","-","0","1018.4"
"Lappeenranta Lepola","2024","5","18","15:00","21.7","22","21.4","26","-","-","-","-","0","1017.8"
"Lappeenranta Lepola","2024","5","18","16:00","21.3","21.6","21","22","-","-","-","-","0","1017.2"
"Lappeenranta Lepola","2024","5","18","17:00","20.8","21.1","20.4","22","-","-","-","-","0","1016.7"
"Lappeenranta Lepola","2024","5","18","18:00","19.7","20.4","18.9","25","-","-","-","-","0","1016.3"
"Lappeenranta Lepola","2024","5","18","19:00","18","18.8","16.9","34","-","-","-","-","0","1016.2"
"Lappeenranta Lepola","2024","5","18","20:00","15.9","16.8","15.1","41","-","-","-","-","0","1016.2"
"Lappeenranta Lepola","2024","5","18","21:00","14.2","15","13.5","49","-","-","-","-","0","1016"
"Lappeenranta Lepola","2024","5","18","22:00","12.6","13.5","11.5","56","-","-","-","-","0","1015.9"
"Lappeenranta Lepola","2024","5","18","23:00","12.1","12.6","11.5","57","-","-","-","-","0","1015.5"
"Lappeenranta Lepola","2024","5","19","00:00","12.1","12.3","11.9","56","-","-","-","-","0","1015.1"
"Lappeenranta Lepola","2024","5","19","01:00","11.3","11.9","10.9","59","-","-","-","-","0","1014.9"
"Lappeenranta Lepola","2024","5","19","02:00","11.1","11.8","10.3","62","-","-","-","-","0","1014.7"
"Lappeenranta Lepola","2024","5","19","03:00","10.5","11.2","10.1","67","-","-","-","-","0","1014.3"
"Lappeenranta Lepola","2024","5","19","04:00","11.6","12.7","10.8","66","-","-","-","-","0","1014"
"Lappeenranta Lepola","2024","5","19","05:00","14.1","15.4","12.8","59","-","-","-","-","0","1013.7"
"Lappeenranta Lepola","2024","5","19","06:00","17","18.3","15.4","51","-","-","-","-","0","1013.3"
"Lappeenranta Lepola","2024","5","19","07:00","19.6","20.8","18.4","43","-","-","-","-","0","1012.8"
"Lappeenranta Lepola","2024","5","19","08:00","21.8","22.5","20.7","39","-","-","-","-","0","1012.3"
"Lappeenranta Lepola","2024","5","19","09:00","23","23.7","22.5","38","-","-","-","-","0","1011.8"
"Lappeenranta Lepola","2024","5","19","10:00","23.6","24","23.2","36","-","-","-","-","0","1011.1"
"Lappeenranta Lepola","2024","5","19","11:00","24","24.4","23.6","31","-","-","-","-","0","1010.6"
"Lappeenranta Lepola","2024","5","19","12:00","24.1","24.6","23.7","29","-","-","-","-","0","1010.1"
"Lappeenranta Lepola","2024","5","19","13:00","23.4","24.5","22.6","32","-","-","-","-","0","1009.9"
"Lappeenranta Lepola","2024","5","19","14:00","23.6","23.9","23.2","34","-","-","-","-","0","1009.4"
"Lappeenranta Lepola","2024","5","19","15:00","23","23.6","22.5","34","-","-","-","-","0","1009.1"
"Lappeenranta Lepola","2024","5","19","16:00","22.2","22.6","21.8","35","-","-","-","-","0","1008.7"
"Lappeenranta Lepola","2024","5","19","17:00","21.6","21.8","21.3","38","-","-","-","-","0","1008.5"
"Lappeenranta Lepola","2024","5","19","18:00","20.8","21.3","20.2","41","-","-","-","-","0","1008.5"
"Lappeenranta Lepola","2024","5","19","19:00","19.3","20.2","18.7","46","-","-","-","-","0","1008.6"
"Lappeenranta Lepola","2024","5","19","20:00","17.8","18.6","17","49","-","-","-","-","0","1008.8"
"Lappeenranta Lepola","2024","5","19","21:00","16.7","17","16.4","51","-","-","-","-","0","1009"
"Lappeenranta Lepola","2024","5","19","22:00","16.2","16.7","16","55","-","-","-","-","0","1009.1"
"Lappeenranta Lepola","2024","5","19","23:00","16.7","17","16.2","56","-","-","-","-","0","1009.4"
"Lappeenranta Lepola","2024","5","20","00:00","15.5","16.2","14.8","59","-","-","-","-","0","1010.2"
"Lappeenranta Lepola","2024","5","20","01:00","14.3","14.8","14","62","-","-","-","-","0","1011"
"Lappeenranta Lepola","2024","5","20","02:00","13.5","13.9","13.1","63","-","-","-","-","0","1012"
"Lappeenranta Lepola","2024","5","20","03:00","12.9","13.1","12.8","65","-","-","-","-","0","1012.8"
"Lappeenranta Lepola","2024","5","20","04:00","12.3","12.9","12","64","-","-","-","-","0","1013.8"
"Lappeenranta Lepola","2024","5","20","05:00","12.3","12.7","11.9","54","-","-","-","-","0","1014.6"
"Lappeenranta Lepola","2024","5","20","06:00","12.2","12.9","11.6","50","-","-","-","-","0","1015.7"
"Lappeenranta Lepola","2024","5","20","07:00","13","13.5","12.3","43","-","-","-","-","0","1016.3"
"Lappeenranta Lepola","2024","5","20","08:00","13.5","13.9","13","34","-","-","-","-","0","1016.9"
"Lappeenranta Lepola","2024","5","20","09:00","13.7","14.1","13.1","31","-","-","-","-","0","1017.4"
"Lappeenranta Lepola","2024","5","20","10:00","14","14.6","13.5","30","-","-","-","-","0","1017.9"
"Lappeenranta Lepola","2024","5","20","11:00","14.3","14.7","13.9","27","-","-","-","-","0","1018.1"
"Lappeenranta Lepola","2024","5","20","12:00","14.8","15.4","14.3","25","-","-","-","-","0","1018.2"
"Lappeenranta Lepola","2024","5","20","13:00","15.3","16","14.9","26","-","-","-","-","0","1018.2"
"Lappeenranta Lepola","2024","5","20","14:00","15.5","15.8","15.1","26","-","-","-","-","0","1018"
"Lappeenranta Lepola","2024","5","20","15:00","15.6","15.9","15.3","25","-","-","-","-","0","1018.1"
"Lappeenranta Lepola","2024","5","20","16:00","15.6","15.8","15.4","27","-","-","-","-","0","1018.3"
"Lappeenranta Lepola","2024","5","20","17:00","15.3","15.6","15","27","-","-","-","-","0","1018.5"
"Lappeenranta Lepola","2024","5","20","18:00","14.8","15.1","14.4","28","-","-","-","-","0","1019"
"Lappeenranta Lepola","2024","5","20","19:00","13.7","14.4","12.9","34","-","-","-","-","0","1019.6"
"Lappeenranta Lepola","2024","5","20","20:00","12.3","12.9","12","41","-","-","-","-","0","1020.1"
"Lappeenranta Lepola","2024","5","20","21:00","10.9","12.3","9.6","51","-","-","-","-","0","1020.7"
"Lappeenranta Lepola","2024","5","20","22:00","9.9","10.1","9.6","60","-","-","-","-","0","1021.2"
"Lappeenranta Lepola","2024","5","20","23:00","9.5","9.7","9.2","68","-","-","-","-","0","1021.8"
"Lappeenranta Lepola","2024","5","21","00:00","9","9.2","8.8","71","-","-","-","-","0","1022.3"
"Lappeenranta Lepola","2024","5","21","01:00","9","9.4","8.5","61","-","-","-","-","0","1022.7"
"Lappeenranta Lepola","2024","5","21","02:00","8.1","8.5","7.9","65","-","-","-","-","0","1023.2"
"Lappeenranta Lepola","2024","5","21","03:00","8","8.1","7.9","60","-","-","-","-","0","1023.7"
"Lappeenranta Lepola","2024","5","21","04:00","8.4","8.7","8.1","56","-","-","-","-","0","1024.1"
"Lappeenranta Lepola","2024","5","21","05:00","9.1","9.6","8.7","51","-","-","-","-","0","1024.5"
"Lappeenranta Lepola","2024","5","21","06:00","10.1","10.4","9.7","47","-","-","-","-","0","1025"
"Lappeenranta Lepola","2024","5","21","07:00","11.1","12.1","10.3","46","-","-","-","-","0","1025.4"
"Lappeenranta Lepola","2024","5","21","08:00","12.3","12.9","11.6","38","-","-","-","-","0","1025.5"
"Lappeenranta Lepola","2024","5","21","09:00","12.7","13.2","12.1","33","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","5","21","10:00","12.7","13.6","12.1","28","-","-","-","-","0","1025.9"
"Lappeenranta Lepola","2024","5","21","11:00","13.5","14.1","12.9","28","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","5","21","12:00","14.1","14.6","13.6","28","-","-","-","-","0","1025.7"
"Lappeenranta Lepola","2024","5","21","13:00","14.4","14.8","13.9","27","-","-","-","-","0","1025.6"
"Lappeenranta Lepola","2024","5","21","14:00","14.9","15.5","14.4","28","-","-","-","-","0","1025.3"
"Lappeenranta Lepola","2024","5","21","15:00","15.2","15.6","14.9","28","-","-","-","-","0","1025"
"Lappeenranta Lepola","2024","5","21","16:00","15.5","15.7","15.3","28","-","-","-","-","0","1024.7"
"Lappeenranta Lepola","2024","5","21","17:00","15.4","15.6","15.3","29","-","-","-","-","0","1024.5"
"Lappeenranta Lepola","2024","5","21","18:00","15","15.3","14.4","31","-","-","-","-","0","1024.4"
"Lappeenranta Lepola","2024","5","21","19:00","12.7","14.4","11.7","40","-","-","-","-","0","1024.7"
"Lappeenranta Lepola","2024","5","21","20:00","11.1","11.7","10.6","46","-","-","-","-","0","1025"
"Lappeenranta Lepola","2024","5","21","21:00","10.3","10.7","9.9","51","-","-","-","-","0","1025.4"
"Lappeenranta Lepola","2024","5","21","22:00","9.5","10","9.2","54","-","-","-","-","0","1025.6"
"Lappeenranta Lepola","2024","5","21","23:00","9.2","9.4","8.9","50","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","5","22","00:00","8.9","9.2","8.5","50","-","-","-","-","0","1025.9"
"Lappeenranta Lepola","2024","5","22","01:00","8.5","9","8","56","-","-","-","-","0","1026"
"Lappeenranta Lepola","2024","5","22","02:00","8.7","8.9","8.3","62","-","-","-","-","0","1026"
"Lappeenranta Lepola","2024","5","22","03:00","9.3","9.7","8.9","68","-","-","-","-","0","1026.2"
"Lappeenranta Lepola","2024","5","22","04:00","10.4","11.9","9.7","64","-","-","-","-","0","1026.3"
"Lappeenranta Lepola","2024","5","22","05:00","12.5","13.5","12","47","-","-","-","-","0","1026.2"
"Lappeenranta Lepola","2024","5","22","06:00","14","14.3","13.5","43","-","-","-","-","0","1026.4"
"Lappeenranta Lepola","2024","5","22","07:00","14.6","15.4","14.2","42","-","-","-","-","0","1026.5"
"Lappeenranta Lepola","2024","5","22","08:00","16.4","17.1","15.4","36","-","-","-","-","0","1026.4"
"Lappeenranta Lepola","2024","5","22","09:00","17.4","18","16.9","34","-","-","-","-","0","1026.2"
"Lappeenranta Lepola","2024","5","22","10:00","18.1","18.4","17.8","36","-","-","-","-","0","1026.1"
"Lappeenranta Lepola","2024","5","22","11:00","18.5","18.9","17.9","38","-","-","-","-","0","1025.9"
"Lappeenranta Lepola","2024","5","22","12:00","19.4","20.2","18.6","37","-","-","-","-","0","1025.8"
"Lappeenranta Lepola","2024","5","22","13:00","19.8","20.1","19.3","36","-","-","-","-","0","1025.6"
"Lappeenranta Lepola","2024","5","22","14:00","19.7","20.2","19.4","36","-","-","-","-","0","1025.4"
"Lappeenranta Lepola","2024","5","22","15:00","19.8","19.9","19.6","36","-","-","-","-","0","1025.1"
"Lappeenranta Lepola","2024","5","22","16:00","19.9","20","19.8","36","-","-","-","-","0","1024.9"
"Lappeenranta Lepola","2024","5","22","17:00","19.8","20","19.5","36","-","-","-","-","0","1024.8"
"Lappeenranta Lepola","2024","5","22","18:00","19.1","19.7","18.3","38","-","-","-","-","0","1024.7"
"Lappeenranta Lepola","2024","5","22","19:00","17.5","18.3","16.9","43","-","-","-","-","0","1025.1"
"Lappeenranta Lepola","2024","5","22","20:00","16.3","16.9","15.9","47","-","-","-","-","0","1025.7"
"Lappeenranta Lepola","2024","5","22","21:00","15.8","16.2","15","49","-","-","-","-","0","1026.1"
"Lappeenranta Lepola","2024","5","22","22:00","13.7","14.9","13","57","-","-","-","-","0","1026.5"
"Lappeenranta Lepola","2024","5","22","23:00","12.5","13","12","60","-","-","-","-","0","1026.9"
"Lappeenranta Lepola","2024","5","23","00:00","11.1","11.9","10.3","67","-","-","-","-","0","1027.1"
"Lappeenranta Lepola","2024","5","23","01:00","10","10.4","9.4","71","-","-","-","-","0","1027.4"
"Lappeenranta Lepola","2024","5","23","02:00","9.6","9.9","9.2","71","-","-","-","-","0","1027.7"
"Lappeenranta Lepola","2024","5","23","03:00","9.8","10.6","9.2","73","-","-","-","-","0","1027.9"
"Lappeenranta Lepola","2024","5","23","04:00","11.5","12.5","10.7","67","-","-","-","-","0","1028.3"
"Lappeenranta Lepola","2024","5","23","05:00","14","15","12.5","57","-","-","-","-","0","1028.3"
"Lappeenranta Lepola","2024","5","23","06:00","16.2","17.7","15","50","-","-","-","-","0","1028.3"
"Lappeenranta Lepola","2024","5","23","07:00","18.1","19.2","17.1","43","-","-","-","-","0","1028.3"
"Lappeenranta Lepola","2024","5","23","08:00","19.9","20.7","19","37","-","-","-","-","0","1028.3"
"Lappeenranta Lepola","2024","5","23","09:00","21.1","21.6","20.6","36","-","-","-","-","0","1028.3"
"Lappeenranta Lepola","2024","5","23","10:00","21.8","22.4","21.4","35","-","-","-","-","0","1028.2"
"Lappeenranta Lepola","2024","5","23","11:00","22.5","23.3","22","33","-","-","-","-","0","1028"
"Lappeenranta Lepola","2024","5","23","12:00","23.5","23.9","22.8","32","-","-","-","-","0","1027.6"
"Lappeenranta Lepola","2024","5","23","13:00","23.6","23.9","23.2","31","-","-","-","-","0","1027.4"
"Lappeenranta Lepola","2024","5","23","14:00","23.4","23.8","23.1","31","-","-","-","-","0","1027.1"
"Lappeenranta Lepola","2024","5","23","15:00","23.2","23.5","22.9","31","-","-","-","-","0","1027"
"Lappeenranta Lepola","2024","5","23","16:00","23","23.3","22.7","32","-","-","-","-","0","1026.8"
"Lappeenranta Lepola","2024","5","23","17:00","22.6","22.9","22.3","33","-","-","-","-","0","1026.7"
"Lappeenranta Lepola","2024","5","23","18:00","21.6","22.3","20.9","36","-","-","-","-","0","1026.5"
"Lappeenranta Lepola","2024","5","23","19:00","19.5","21","18.2","43","-","-","-","-","0","1026.7"
"Lappeenranta Lepola","2024","5","23","20:00","17.3","18.2","16.3","51","-","-","-","-","0","1027"
"Lappeenranta Lepola","2024","5","23","21:00","15.8","16.4","15","57","-","-","-","-","0","1027.2"
"Lappeenranta Lepola","2024","5","23","22:00","14.8","15","14.5","61","-","-","-","-","0","1027.3"
"Lappeenranta Lepola","2024","5","23","23:00","14.5","15.5","13.5","57","-","-","-","-","0","1027.5"
"Lappeenranta Lepola","2024","5","24","00:00","14.5","14.7","14.3","55","-","-","-","-","0","1027.6"
"Lappeenranta Lepola","2024","5","24","01:00","14.2","14.6","13.9","57","-","-","-","-","0","1027.6"
"Lappeenranta Lepola","2024","5","24","02:00","13.4","13.9","12.9","63","-","-","-","-","0","1027.8"
"Lappeenranta Lepola","2024","5","24","03:00","13.3","13.7","12.9","67","-","-","-","-","0","1027.8"
"Lappeenranta Lepola","2024","5","24","04:00","14.2","15.1","13.7","68","-","-","-","-","0","1027.9"
"Lappeenranta Lepola","2024","5","24","05:00","16.2","17.4","15.1","62","-","-","-","-","0","1027.7"
"Lappeenranta Lepola","2024","5","24","06:00","18.7","19.5","17.3","53","-","-","-","-","0","1027.5"
"Lappeenranta Lepola","2024","5","24","07:00","20.7","21.6","19.5","47","-","-","-","-","0","1027.4"
"Lappeenranta Lepola","2024","5","24","08:00","22.6","23.5","21.4","41","-","-","-","-","0","1027.1"
"Lappeenranta Lepola","2024","5","24","09:00","23.9","24.3","23.3","35","-","-","-","-","0","1026.8"
"Lappeenranta Lepola","2024","5","24","10:00","24.5","25.1","23.9","32","-","-","-","-","0","1026.5"
