"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema AWOS","2024","5","28","10:00","26","26.9","25.2","4.2","32","4.9","242","8.3","-","1018.8"
"Jyväskylä lentoasema AWOS","2024","5","28","11:00","25","26.2","24.3","3.9","40","5.4","187","9.3","-","1018.6"
"Jyväskylä lentoasema AWOS","2024","5","28","12:00","25.1","26.3","23.9","4.9","36","6","203","9.3","-","1018.3"
"Jyväskylä lentoasema AWOS","2024","5","28","13:00","26.5","27","25.3","4.1","32","4.8","232","7.2","-","1017.7"
"Jyväskylä lentoasema AWOS","2024","5","28","14:00","26.5","27.2","25.6","4.3","32","5.3","240","10.2","-","1017"
"Jyväskylä lentoasema AWOS","2024","5","28","15:00","26.5","27","25.7","4.2","36","4.6","224","8.5","-","1016.4"
"Jyväskylä lentoasema AWOS","2024","5","28","16:00","26.2","26.9","25.3","3.5","37","4.6","223","6.5","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","5","28","17:00","26.5","26.9","25.6","3.2","33","4","224","5.8","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","5","28","18:00","25.8","26.2","25.3","2.1","36","3.1","225","4","-","1015.7"
"Jyväskylä lentoasema AWOS","2024","5","28","19:00","22.2","25.3","19.8","1.3","57","1.7","222","2.3","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","5","28","20:00","18.5","19.8","17.4","0.6","66","1.2","5","1.5","-","1016.3"
"Jyväskylä lentoasema AWOS","2024","5","28","21:00","16.1","17.1","15.3","0.6","77","0.9","306","1.1","-","1016.5"
"Jyväskylä lentoasema AWOS","2024","5","28","22:00","14.7","15.4","14","1","81","2","330","2.8","-","1016.7"
"Jyväskylä lentoasema AWOS","2024","5","28","23:00","14","14.6","13.1","0.5","86","0.8","317","1","-","1016.8"
"Jyväskylä lentoasema AWOS","2024","5","29","00:00","12.9","13.9","11.9","0.5","92","0.7","280","1.1","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","5","29","01:00","11.7","12.3","10.6","1","96","1.8","339","2.2","-","1017"
"Jyväskylä lentoasema AWOS","2024","5","29","02:00","11.2","11.8","10.6","0.4","96","1.4","337","0.9","-","1017"
"Jyväskylä lentoasema AWOS","2024","5","29","03:00","11.8","12.7","11.3","0.6","92","0.9","311","1.3","-","1016.7"
"Jyväskylä lentoasema AWOS","2024","5","29","04:00","14.4","15.7","12.7","0.5","85","1","312","1.7","-","1016.4"
"Jyväskylä lentoasema AWOS","2024","5","29","05:00","18.3","20.8","16","1.6","68","2.2","295","4","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","5","29","06:00","21.1","22.3","20.3","2.1","45","2.8","290","4","-","1015.9"
"Jyväskylä lentoasema AWOS","2024","5","29","07:00","23.2","24","22","1.2","39","1.6","21","2.5","-","1015.6"
"Jyväskylä lentoasema AWOS","2024","5","29","08:00","24.8","25.8","23.6","1.1","33","1.6","72","3.2","-","1015.2"
"Jyväskylä lentoasema AWOS","2024","5","29","09:00","25.8","26.6","24.9","2.3","28","3.4","124","5","-","1015.1"
"Jyväskylä lentoasema AWOS","2024","5","29","10:00","26.3","27","25.9","2.5","27","3.9","114","5.5","-","1014.8"
"Jyväskylä lentoasema AWOS","2024","5","29","11:00","26.8","27.3","26.1","2","29","3.3","12","6.7","-","1014.3"
"Jyväskylä lentoasema AWOS","2024","5","29","12:00","26.9","27.7","26.4","1.7","29","3.4","28","6.6","-","1013.9"
"Jyväskylä lentoasema AWOS","2024","5","29","13:00","26.9","27.5","25.9","3.2","29","4.7","189","8.1","-","1013.5"
"Jyväskylä lentoasema AWOS","2024","5","29","14:00","27.1","27.8","26.6","2.3","28","3.3","219","5","-","1013.1"
"Jyväskylä lentoasema AWOS","2024","5","29","15:00","27","27.6","26.6","2.5","28","3.3","224","5.2","-","1012.7"
"Jyväskylä lentoasema AWOS","2024","5","29","16:00","26.7","27.7","26.2","2.7","28","3.4","197","7.9","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","5","29","17:00","25.2","26.2","24.5","3","33","4.2","173","5.6","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","5","29","18:00","23.4","25.2","22.3","2.3","42","3.4","170","4.1","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","5","29","19:00","21.8","23.2","20.3","2.7","49","3.9","142","4.8","-","1012.8"
"Jyväskylä lentoasema AWOS","2024","5","29","20:00","19","20.8","16.9","0.9","62","2.1","152","2.4","-","1013.1"
"Jyväskylä lentoasema AWOS","2024","5","29","21:00","15.8","16.9","15.1","0.5","79","0.8","226","0.9","-","1013.3"
"Jyväskylä lentoasema AWOS","2024","5","29","22:00","14.4","15.4","13.4","0.4","83","0.8","299","1.1","-","1013.4"
"Jyväskylä lentoasema AWOS","2024","5","29","23:00","13.1","13.9","12.3","0.5","89","1.2","340","1.5","-","1013.4"
"Jyväskylä lentoasema AWOS","2024","5","30","00:00","12.1","12.7","11.6","0.7","91","1","319","1.3","-","1013.4"
"Jyväskylä lentoasema AWOS","2024","5","30","01:00","11.4","11.8","10.5","0.7","95","1","179","1.4","-","1013.4"
"Jyväskylä lentoasema AWOS","2024","5","30","02:00","11.2","11.6","10.7","0.4","94","0.8","351","1","-","1013.5"
"Jyväskylä lentoasema AWOS","2024","5","30","03:00","12.1","13.1","11.2","0.4","92","0.8","341","1","-","1013.5"
"Jyväskylä lentoasema AWOS","2024","5","30","04:00","14.1","16.7","12.8","0.3","87","0.5","291","1","-","1013.5"
"Jyväskylä lentoasema AWOS","2024","5","30","05:00","17.3","18.7","16.5","0.8","79","1.4","87","2.1","-","1013.4"
"Jyväskylä lentoasema AWOS","2024","5","30","06:00","20.1","21.3","18.6","1.3","69","1.7","126","2.6","-","1013.3"
"Jyväskylä lentoasema AWOS","2024","5","30","07:00","22.5","23.7","21.1","2.2","59","3.3","149","4.7","-","1013.1"
"Jyväskylä lentoasema AWOS","2024","5","30","08:00","24.1","24.8","23.6","3.4","48","3.8","164","5.7","-","1012.9"
"Jyväskylä lentoasema AWOS","2024","5","30","09:00","24.8","25.4","24.1","3.1","46","3.8","168","5.7","-","1012.9"
"Jyväskylä lentoasema AWOS","2024","5","30","10:00","25.4","26.5","24.2","3.2","40","4.1","171","6.8","-","1012.8"
"Jyväskylä lentoasema AWOS","2024","5","30","11:00","25.8","26.5","25.3","4.9","42","6.2","150","8.5","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","5","30","12:00","23.6","25.9","22","6.5","47","8.6","143","13.9","-","1012.8"
"Jyväskylä lentoasema AWOS","2024","5","30","13:00","21","22.5","19.9","4","55","5.7","121","7.4","-","1013.3"
"Jyväskylä lentoasema AWOS","2024","5","30","14:00","20.3","20.7","19.9","2.2","63","4.9","163","4.7","-","1014"
"Jyväskylä lentoasema AWOS","2024","5","30","15:00","17.8","19.8","17","3.8","78","4.9","261","5.9","-","1013.9"
"Jyväskylä lentoasema AWOS","2024","5","30","16:00","18.2","18.7","17.4","3.1","83","4.8","342","6.6","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","5","30","17:00","17.9","18.3","17.7","2","81","2.3","360","3.3","-","1013.8"
"Jyväskylä lentoasema AWOS","2024","5","30","18:00","17.5","18","17","1","86","1.5","334","2.2","-","1014.2"
"Jyväskylä lentoasema AWOS","2024","5","30","19:00","17.7","18.1","16.9","1.5","84","2.1","51","2.7","-","1014.3"
"Jyväskylä lentoasema AWOS","2024","5","30","20:00","15.7","16.9","14.9","1.4","95","2.6","319","3","-","1014.4"
"Jyväskylä lentoasema AWOS","2024","5","30","21:00","15","16.3","13.6","1.2","93","1.8","318","2.1","-","1014.5"
"Jyväskylä lentoasema AWOS","2024","5","30","22:00","14","14.6","13.5","1.5","95","1.7","337","2.2","-","1014.7"
"Jyväskylä lentoasema AWOS","2024","5","30","23:00","13.6","14.3","12.6","0.8","96","1.5","327","1.8","-","1015"
"Jyväskylä lentoasema AWOS","2024","5","31","00:00","12.5","12.9","11.8","0.9","97","1.3","316","1.6","-","1015.2"
"Jyväskylä lentoasema AWOS","2024","5","31","01:00","11.6","12.2","11.2","1.1","96","1.4","325","1.6","-","1015.3"
"Jyväskylä lentoasema AWOS","2024","5","31","02:00","12.1","12.8","11.4","0.7","97","1.1","328","1.6","-","1015.4"
"Jyväskylä lentoasema AWOS","2024","5","31","03:00","13.5","14.8","12.8","0.6","95","0.9","339","1.1","-","1015.5"
"Jyväskylä lentoasema AWOS","2024","5","31","04:00","15.6","16.8","14.7","0.6","89","0.8","7","1.3","-","1015.6"
"Jyväskylä lentoasema AWOS","2024","5","31","05:00","17.9","19.5","16.7","0.6","80","1","19","1.5","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","5","31","06:00","19.9","20.7","19.2","0.6","74","0.7","16","1.3","-","1015.9"
"Jyväskylä lentoasema AWOS","2024","5","31","07:00","21.4","22.2","20.4","1.1","69","1.4","49","2.7","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","5","31","08:00","22.6","23.2","22","1.6","62","2.2","108","3.7","-","1016.2"
"Jyväskylä lentoasema AWOS","2024","5","31","09:00","23.7","24.4","22.9","2.2","56","3","133","4.4","-","1016.3"
"Jyväskylä lentoasema AWOS","2024","5","31","10:00","24.9","25.7","24.5","2.6","48","3.6","134","5.1","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","5","31","11:00","25.6","26.3","25.1","2.5","39","3.6","158","5.9","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","5","31","12:00","26.3","27.1","25.2","1.6","40","2.3","323","3.3","-","1015.7"
"Jyväskylä lentoasema AWOS","2024","5","31","13:00","26","27.5","24.7","1.8","42","3.1","327","6.2","-","1015.6"
"Jyväskylä lentoasema AWOS","2024","5","31","14:00","22.3","25","19.6","2.1","67","4.5","218","7.5","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","5","31","15:00","23.5","24.7","22.2","2.2","61","3.2","17","4.1","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","5","31","16:00","21.6","23.7","20.6","1","81","1.6","310","2.5","-","1015.9"
"Jyväskylä lentoasema AWOS","2024","5","31","17:00","22.3","24.5","20.9","0.9","78","1.5","317","2","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","5","31","18:00","23.3","24.3","22.7","0.6","74","1","268","1.5","-","1016"
"Jyväskylä lentoasema AWOS","2024","5","31","19:00","20.2","23","19","0.7","88","1.2","339","1.4","-","1016.3"
"Jyväskylä lentoasema AWOS","2024","5","31","20:00","17.9","19","17.4","1","95","1.4","316","1.6","-","1016.8"
"Jyväskylä lentoasema AWOS","2024","5","31","21:00","16.9","17.6","16","1","96","1.7","318","2.2","-","1016.7"
"Jyväskylä lentoasema AWOS","2024","5","31","22:00","15.7","16.2","15.1","0.5","97","1","302","1.4","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","5","31","23:00","15","15.7","14.4","0.8","95","1.3","304","1.7","-","1017"
"Jyväskylä lentoasema AWOS","2024","6","1","00:00","14","14.5","13.6","1","97","1.6","324","1.8","-","1017.1"
"Jyväskylä lentoasema AWOS","2024","6","1","01:00","13.2","13.6","12.9","0.8","97","1.3","318","1.5","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","6","1","02:00","12.9","13.2","12.5","0.5","98","0.7","324","0.9","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","6","1","03:00","13.8","15.2","12.5","0.7","98","0.9","322","1","-","1017.1"
"Jyväskylä lentoasema AWOS","2024","6","1","04:00","16.7","18.3","15.3","0.5","92","0.8","339","1","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","6","1","05:00","19.8","20.8","18.6","0.8","79","1.2","44","2.5","-","1016.8"
"Jyväskylä lentoasema AWOS","2024","6","1","06:00","21.5","22.6","20.6","2.5","72","3.3","147","4.3","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","6","1","07:00","23.5","24.6","22.5","2.2","60","2.5","148","3.7","-","1016.7"
"Jyväskylä lentoasema AWOS","2024","6","1","08:00","25","25.5","24.3","2.1","48","2.7","122","4.1","-","1016.5"
"Jyväskylä lentoasema AWOS","2024","6","1","09:00","26","27.1","25.3","1.6","42","2.6","36","4.8","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","6","1","10:00","26.4","27","25.9","3.1","40","4.4","75","6.7","-","1015.6"
"Jyväskylä lentoasema AWOS","2024","6","1","11:00","26.9","27.6","26.2","2.7","38","3.8","119","5.7","-","1015.3"
"Jyväskylä lentoasema AWOS","2024","6","1","12:00","27.2","27.9","26.7","3","36","3.9","136","6.2","-","1014.4"
"Jyväskylä lentoasema AWOS","2024","6","1","13:00","27.4","28","26.8","2.8","36","3.8","136","5.7","-","1013.9"
"Jyväskylä lentoasema AWOS","2024","6","1","14:00","27.6","28.6","27.3","2.7","35","4.5","150","6.5","-","1013.4"
"Jyväskylä lentoasema AWOS","2024","6","1","15:00","27.1","27.4","26.7","3","36","4","167","5.5","-","1013.2"
"Jyväskylä lentoasema AWOS","2024","6","1","16:00","26.2","26.7","25.8","3.5","41","3.9","170","5.8","-","1013.5"
"Jyväskylä lentoasema AWOS","2024","6","1","17:00","25.7","25.9","25.4","2.5","46","3.3","171","4.7","-","1013.4"
"Jyväskylä lentoasema AWOS","2024","6","1","18:00","24.4","25.6","23.1","1.7","51","2.7","193","3.9","-","1013.5"
"Jyväskylä lentoasema AWOS","2024","6","1","19:00","21.6","23","20.7","2.9","67","4","289","5.7","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","6","1","20:00","20","21.5","19.1","2.3","69","3.2","321","3.7","-","1013.8"
"Jyväskylä lentoasema AWOS","2024","6","1","21:00","19","19.7","18.3","2.4","73","2.8","311","4","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","6","1","22:00","17.8","19.1","16.8","1.7","79","2.4","326","2.7","-","1013.2"
"Jyväskylä lentoasema AWOS","2024","6","1","23:00","16.9","18.1","16.2","1.3","84","2.4","342","2.5","-","1013"
"Jyväskylä lentoasema AWOS","2024","6","2","00:00","16.3","17","15.7","1.3","88","1.6","322","1.9","-","1012.9"
"Jyväskylä lentoasema AWOS","2024","6","2","01:00","15.9","16.5","15.5","1","89","1.4","348","1.9","-","1012.7"
"Jyväskylä lentoasema AWOS","2024","6","2","02:00","15.6","16","15.4","0.8","91","1.1","345","1.4","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","6","2","03:00","15.7","16.6","15","0.7","93","1.1","342","1.4","-","1012.1"
"Jyväskylä lentoasema AWOS","2024","6","2","04:00","17.1","17.9","16.4","0.9","89","1.6","314","2","-","1011.8"
"Jyväskylä lentoasema AWOS","2024","6","2","05:00","18.3","18.5","17.9","1.1","85","1.5","2","2.1","-","1011.5"
"Jyväskylä lentoasema AWOS","2024","6","2","06:00","19.1","19.7","18.5","2.4","85","3.6","354","5","-","1011.1"
"Jyväskylä lentoasema AWOS","2024","6","2","07:00","19.6","20.4","18.9","3.3","78","4.9","283","7.6","-","1011.5"
"Jyväskylä lentoasema AWOS","2024","6","2","08:00","18.5","19.4","16.9","3","79","3.7","65","6","-","1012.1"
"Jyväskylä lentoasema AWOS","2024","6","2","09:00","16.9","17.2","16.4","2.2","86","3.9","26","5.9","-","1011.8"
"Jyväskylä lentoasema AWOS","2024","6","2","10:00","16.6","16.9","16.2","3.5","92","4.3","52","5.7","-","1011.6"
"Jyväskylä lentoasema AWOS","2024","6","2","11:00","17.6","18.5","16.6","1.8","90","3.8","63","4.7","-","1010.6"
"Jyväskylä lentoasema AWOS","2024","6","2","12:00","19.2","19.8","18.5","1","79","1.9","134","3.1","-","1009.6"
"Jyväskylä lentoasema AWOS","2024","6","2","13:00","19.5","19.7","19.2","2.2","80","2.6","336","3.9","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","6","2","14:00","19.7","20.3","19.2","2.3","80","3.8","313","4.8","-","1009.4"
"Jyväskylä lentoasema AWOS","2024","6","2","15:00","20.6","21.1","20.2","1.6","75","2.3","65","3.2","-","1008.7"
"Jyväskylä lentoasema AWOS","2024","6","2","16:00","20.4","21.1","20","2.7","74","4.2","106","5.4","-","1008.4"
"Jyväskylä lentoasema AWOS","2024","6","2","17:00","19.6","20.1","18.7","2.3","81","3.6","110","4.3","-","1008.4"
"Jyväskylä lentoasema AWOS","2024","6","2","18:00","18.7","19.6","17.7","1.9","85","2.8","122","3.6","-","1007.9"
"Jyväskylä lentoasema AWOS","2024","6","2","19:00","16.9","17.6","16.3","1.3","96","2.5","292","2.8","-","1007.8"
"Jyväskylä lentoasema AWOS","2024","6","2","20:00","16.9","17.1","16.4","1.6","96","2","249","2.4","-","1007.8"
"Jyväskylä lentoasema AWOS","2024","6","2","21:00","16.1","16.8","15.5","1.4","97","1.9","292","2.6","-","1007.2"
"Jyväskylä lentoasema AWOS","2024","6","2","22:00","15.8","16.1","15.3","1.3","96","1.5","320","2.1","-","1006.9"
"Jyväskylä lentoasema AWOS","2024","6","2","23:00","16.1","16.3","15.7","2.4","93","2.9","304","4.1","-","1006.6"
"Jyväskylä lentoasema AWOS","2024","6","3","00:00","16","16.3","15.2","1.9","92","2.9","300","3.7","-","1006.5"
"Jyväskylä lentoasema AWOS","2024","6","3","01:00","14.3","15","13.1","1","97","1.6","293","2","-","1006.4"
"Jyväskylä lentoasema AWOS","2024","6","3","02:00","13.3","14.1","12.9","1.5","97","2.2","303","2.5","-","1006.1"
"Jyväskylä lentoasema AWOS","2024","6","3","03:00","15.1","16.1","14.1","2.3","94","3.7","315","5.4","-","1006.2"
"Jyväskylä lentoasema AWOS","2024","6","3","04:00","16.5","17","16.2","2.3","87","3.3","360","3.8","-","1006"
"Jyväskylä lentoasema AWOS","2024","6","3","05:00","17.7","18.5","17.2","1.2","80","1.9","354","2.3","-","1005.6"
"Jyväskylä lentoasema AWOS","2024","6","3","06:00","18.8","19.7","18.3","1.6","74","2.4","10","3.5","-","1005.5"
"Jyväskylä lentoasema AWOS","2024","6","3","07:00","20.1","20.9","19.3","1.7","67","2.6","16","5","-","1005.4"
"Jyväskylä lentoasema AWOS","2024","6","3","08:00","21.1","22.3","20.5","2","65","2.8","316","4.6","-","1005.1"
"Jyväskylä lentoasema AWOS","2024","6","3","09:00","21.6","22.6","20.8","1.7","59","2.5","336","3.8","-","1004.7"
"Jyväskylä lentoasema AWOS","2024","6","3","10:00","22.6","23.6","21.8","1.8","51","2.6","342","6.2","-","1004.3"
"Jyväskylä lentoasema AWOS","2024","6","3","11:00","23.3","24.6","22.1","2.4","46","3.5","286","5.6","-","1003.9"
"Jyväskylä lentoasema AWOS","2024","6","3","12:00","24.1","24.9","23.6","2","38","2.8","289","5.6","-","1003.5"
"Jyväskylä lentoasema AWOS","2024","6","3","13:00","24.6","25.3","23.9","1.9","36","2.5","288","4.7","-","1003.2"
"Jyväskylä lentoasema AWOS","2024","6","3","14:00","25.2","25.7","24.7","1.9","32","3","28","4.4","-","1002.7"
"Jyväskylä lentoasema AWOS","2024","6","3","15:00","25","25.6","24.2","2","35","2.4","39","5.7","-","1002.2"
"Jyväskylä lentoasema AWOS","2024","6","3","16:00","24","25.3","22.1","2.2","39","3","145","4.5","-","1001.8"
"Jyväskylä lentoasema AWOS","2024","6","3","17:00","23.5","24.2","22.6","2.5","46","2.7","153","3.3","-","1001.5"
"Jyväskylä lentoasema AWOS","2024","6","3","18:00","22.6","23.3","22.1","2.7","49","3.4","149","4.8","-","1001.4"
"Jyväskylä lentoasema AWOS","2024","6","3","19:00","21.4","22.3","19.2","2.2","54","2.7","152","3.6","-","1001.4"
"Jyväskylä lentoasema AWOS","2024","6","3","20:00","18.3","19.3","17.4","0.5","71","1.6","160","1.6","-","1001.5"
"Jyväskylä lentoasema AWOS","2024","6","3","21:00","16.3","17.5","15.2","0.6","82","0.8","110","1.2","-","1001.3"
"Jyväskylä lentoasema AWOS","2024","6","3","22:00","15.6","17.5","14.6","1.4","85","3.6","11","4.9","-","1001.2"
"Jyväskylä lentoasema AWOS","2024","6","3","23:00","15.8","17.2","14.8","2.3","91","4","115","5.7","-","1001.2"
"Jyväskylä lentoasema AWOS","2024","6","4","00:00","14.3","14.8","14","1.1","99","1.5","304","3.6","-","1001.1"
"Jyväskylä lentoasema AWOS","2024","6","4","01:00","13.9","14.4","13","1.7","99","3.2","290","4.8","-","1001.1"
"Jyväskylä lentoasema AWOS","2024","6","4","02:00","12.9","13.5","12.5","0.5","99","0.9","132","1","-","1001.1"
"Jyväskylä lentoasema AWOS","2024","6","4","03:00","13.5","14.9","12.5","0.5","99","0.8","146","1.3","-","1001.4"
"Jyväskylä lentoasema AWOS","2024","6","4","04:00","16","16.5","15","1.5","88","2.2","133","2.4","-","1001.5"
"Jyväskylä lentoasema AWOS","2024","6","4","05:00","16.8","17.2","16.5","1.9","88","2.2","169","2.7","-","1001.4"
"Jyväskylä lentoasema AWOS","2024","6","4","06:00","17.8","18.8","17.2","2.2","80","3.4","187","4.6","-","1001.6"
"Jyväskylä lentoasema AWOS","2024","6","4","07:00","19.5","20.4","18.6","2.6","72","3.5","186","4.7","-","1001.5"
"Jyväskylä lentoasema AWOS","2024","6","4","08:00","20.3","21.7","19.5","3.4","68","3.9","183","5.5","-","1001.8"
"Jyväskylä lentoasema AWOS","2024","6","4","09:00","21","22.9","20.3","3.8","65","4.7","194","6.5","-","1002"
"Jyväskylä lentoasema AWOS","2024","6","4","10:00","22.5","23.4","22","4","54","4.8","217","8.3","-","1001.9"
"Jyväskylä lentoasema AWOS","2024","6","4","11:00","23.1","23.8","22","4.9","49","6","208","8.8","-","1002.1"
"Jyväskylä lentoasema AWOS","2024","6","4","12:00","23.5","24.1","22.9","4.6","50","6","208","9.1","-","1002.3"
"Jyväskylä lentoasema AWOS","2024","6","4","13:00","24.1","25","23.3","5.1","42","5.7","260","8.7","-","1002.7"
"Jyväskylä lentoasema AWOS","2024","6","4","14:00","24.1","24.9","23.3","4.7","43","5.5","301","9.3","-","1003.4"
"Jyväskylä lentoasema AWOS","2024","6","4","15:00","23.5","24.4","22.2","4.6","53","5.7","330","7.5","-","1004.1"
"Jyväskylä lentoasema AWOS","2024","6","4","16:00","22.1","23.1","21.5","4.6","59","6.7","337","10.1","-","1005"
"Jyväskylä lentoasema AWOS","2024","6","4","17:00","21.4","22.2","20.8","5.6","55","7.7","322","10","-","1005.8"
"Jyväskylä lentoasema AWOS","2024","6","4","18:00","20.4","21","19.9","4.2","54","5","336","6.6","-","1006.4"
"Jyväskylä lentoasema AWOS","2024","6","4","19:00","19.3","19.9","18.5","2.9","56","4.4","342","4.9","-","1006.9"
"Jyväskylä lentoasema AWOS","2024","6","4","20:00","16.5","18.4","15.2","2.2","67","3.2","320","4","-","1007.5"
"Jyväskylä lentoasema AWOS","2024","6","4","21:00","13.6","15.3","11.6","1.2","80","1.5","318","1.7","-","1008.3"
"Jyväskylä lentoasema AWOS","2024","6","4","22:00","11.6","12.9","10.7","1.3","88","1.6","317","1.8","-","1009"
"Jyväskylä lentoasema AWOS","2024","6","4","23:00","11","12.1","10.1","0.9","88","1.1","312","1.4","-","1009.2"
"Jyväskylä lentoasema AWOS","2024","6","5","00:00","10","10.7","9.5","1.2","89","1.4","333","1.6","-","1009.4"
"Jyväskylä lentoasema AWOS","2024","6","5","01:00","9.7","10.2","9.1","0.8","92","1.2","340","1.6","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","6","5","02:00","10.1","10.5","9.7","0.8","92","1.2","339","1.6","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","6","5","03:00","11.1","12.4","9.9","0.9","93","1.2","336","1.5","-","1009.6"
"Jyväskylä lentoasema AWOS","2024","6","5","04:00","14.5","15.7","12.5","1","80","1.1","26","2.3","-","1009.4"
"Jyväskylä lentoasema AWOS","2024","6","5","05:00","16.5","17.4","15.5","2.1","71","2.6","83","3.8","-","1009.4"
"Jyväskylä lentoasema AWOS","2024","6","5","06:00","18.1","18.8","17.2","2.5","65","2.9","93","4.1","-","1009.1"
"Jyväskylä lentoasema AWOS","2024","6","5","07:00","19.5","20.6","18.6","2.5","59","2.8","118","5.1","-","1008.7"
"Jyväskylä lentoasema AWOS","2024","6","5","08:00","20.7","21.5","19.7","3.4","57","4","123","6","-","1008.6"
"Jyväskylä lentoasema AWOS","2024","6","5","09:00","21.9","22.7","20.9","3.2","56","4","137","6.5","-","1008.1"
"Jyväskylä lentoasema AWOS","2024","6","5","10:00","22.8","23.7","22.1","3.3","52","4","131","6.3","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","6","5","11:00","24","24.9","23.2","4.9","45","5.8","166","8.2","-","1007.2"
"Jyväskylä lentoasema AWOS","2024","6","5","12:00","24.7","25.4","23.8","4.8","42","5.9","173","8.8","-","1006.8"
"Jyväskylä lentoasema AWOS","2024","6","5","13:00","24.9","25.5","23.8","4.2","43","5.2","176","7.8","-","1006.5"
"Jyväskylä lentoasema AWOS","2024","6","5","14:00","24.7","25.6","23.8","3.7","43","5.4","171","9.5","-","1006.2"
"Jyväskylä lentoasema AWOS","2024","6","5","15:00","25","25.5","24.4","3.5","44","4.4","171","6.3","-","1005.8"
"Jyväskylä lentoasema AWOS","2024","6","5","16:00","25.1","25.3","24.8","4.4","41","5.6","192","8.2","-","1005.5"
"Jyväskylä lentoasema AWOS","2024","6","5","17:00","24.5","24.9","24.1","4.1","40","4.8","184","7.5","-","1005.2"
"Jyväskylä lentoasema AWOS","2024","6","5","18:00","23.8","24.3","23.1","3.7","38","4.4","192","6.3","-","1005.1"
"Jyväskylä lentoasema AWOS","2024","6","5","19:00","22.4","23.1","21.6","2.5","39","3.1","176","4.4","-","1005.3"
"Jyväskylä lentoasema AWOS","2024","6","5","20:00","19.5","21.6","17.6","2.1","51","2.5","204","3.3","-","1005.9"
"Jyväskylä lentoasema AWOS","2024","6","5","21:00","17.1","19.5","14.3","1.9","60","2.7","213","4.5","-","1006.3"
"Jyväskylä lentoasema AWOS","2024","6","5","22:00","13.6","14.5","12.6","1.2","77","1.9","190","2.6","-","1006.9"
"Jyväskylä lentoasema AWOS","2024","6","5","23:00","12.1","13.1","11.6","1.5","85","1.9","243","2.8","-","1007.2"
"Jyväskylä lentoasema AWOS","2024","6","6","00:00","10.7","11.6","10","0.7","92","1.5","144","1.9","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","6","6","01:00","9.7","10.4","9.1","0.3","93","0.6","10","0.9","-","1008"
"Jyväskylä lentoasema AWOS","2024","6","6","02:00","9.6","9.9","9.1","0.3","93","0.6","67","0.8","-","1008.1"
"Jyväskylä lentoasema AWOS","2024","6","6","03:00","10.9","12.5","9.6","0.5","90","0.7","103","1.1","-","1008.1"
"Jyväskylä lentoasema AWOS","2024","6","6","04:00","13.5","14.8","12.2","1","77","1.5","205","2.5","-","1008.2"
"Jyväskylä lentoasema AWOS","2024","6","6","05:00","16","16.9","14.7","1.4","67","2.3","243","3.7","-","1008.1"
"Jyväskylä lentoasema AWOS","2024","6","6","06:00","17.6","18.3","16.9","1.7","61","2.3","189","4","-","1007.8"
"Jyväskylä lentoasema AWOS","2024","6","6","07:00","18.7","19.4","18.1","2.2","54","2.7","175","4.9","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","6","6","08:00","19.4","20.6","18.8","3.6","51","4.3","192","6.1","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","6","6","09:00","19.8","20.6","19.2","3.7","52","4.4","170","7","-","1007.5"
