"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema","2024","5","8","05:00","-","0","-","-","-","-","71","-2.2","-0.9","-1.6"
"Jyväskylä lentoasema","2024","5","8","06:00","-","0","-","-","-","-","63","-1","0.4","-0.4"
"Jyväskylä lentoasema","2024","5","8","07:00","-","0","-","-","-","-","57","-0.6","1.3","0.2"
"Jyväskylä lentoasema","2024","5","8","08:00","-","0","-","-","-","-","48","0.7","2.2","1.4"
"Jyväskylä lentoasema","2024","5","8","09:00","-","0","-","-","-","-","39","1.4","3.3","2.5"
"Jyväskylä lentoasema","2024","5","8","10:00","-","0","-","-","-","-","32","2.4","4.7","3.4"
"Jyväskylä lentoasema","2024","5","8","11:00","-","0","-","-","-","-","32","3.5","4.9","4.3"
"Jyväskylä lentoasema","2024","5","8","12:00","-","0","-","-","-","-","31","4.2","5.9","5.2"
"Jyväskylä lentoasema","2024","5","8","13:00","-","0","-","-","-","-","28","5.2","6.4","5.9"
"Jyväskylä lentoasema","2024","5","8","14:00","-","0","-","-","-","-","28","5.8","7.3","6.6"
"Jyväskylä lentoasema","2024","5","8","15:00","-","0","-","-","-","-","28","6.3","7.1","6.7"
"Jyväskylä lentoasema","2024","5","8","16:00","-","0","-","-","-","-","27","6.5","7.3","6.8"
"Jyväskylä lentoasema","2024","5","8","17:00","-","0","-","-","-","-","27","6.2","6.8","6.4"
"Jyväskylä lentoasema","2024","5","8","18:00","-","0","-","-","-","-","29","4.6","6.2","5.6"
"Jyväskylä lentoasema","2024","5","8","19:00","-","0","-","-","-","-","36","1.6","4.6","3.7"
"Jyväskylä lentoasema","2024","5","8","20:00","-","0","-","-","-","-","50","-1.4","1.9","0.4"
"Jyväskylä lentoasema","2024","5","8","21:00","-","0","-","-","-","-","64","-2.7","-1.5","-2.1"
"Jyväskylä lentoasema","2024","5","8","22:00","-","0","-","-","-","-","70","-4.8","-1.8","-3.2"
"Jyväskylä lentoasema","2024","5","8","23:00","-","0","-","-","-","-","68","-5","-1.8","-3.3"
"Jyväskylä lentoasema","2024","5","9","00:00","-","0","-","-","-","-","78","-5.9","-3.7","-4.8"
"Jyväskylä lentoasema","2024","5","9","01:00","-","0","-","-","-","-","79","-5.4","-3.9","-4.7"
"Jyväskylä lentoasema","2024","5","9","02:00","-","0","-","-","-","-","77","-4.3","-3.3","-3.8"
"Jyväskylä lentoasema","2024","5","9","03:00","-","0","-","-","-","-","76","-3.3","-2.8","-3"
"Jyväskylä lentoasema","2024","5","9","04:00","-","0","-","-","-","-","76","-2.8","-1","-1.9"
"Jyväskylä lentoasema","2024","5","9","05:00","-","0","-","-","-","-","66","-0.9","1.6","0.5"
"Jyväskylä lentoasema","2024","5","9","06:00","-","0","-","-","-","-","55","1.5","3.4","2.3"
"Jyväskylä lentoasema","2024","5","9","07:00","-","0","-","-","-","-","36","3.5","5.1","4.5"
"Jyväskylä lentoasema","2024","5","9","08:00","-","0","-","-","-","-","25","5.2","6.2","5.6"
"Jyväskylä lentoasema","2024","5","9","09:00","-","0","-","-","-","-","27","5.7","6.8","6.3"
"Jyväskylä lentoasema","2024","5","9","10:00","-","0","-","-","-","-","27","6","7.5","6.7"
"Jyväskylä lentoasema","2024","5","9","11:00","-","0","-","-","-","-","27","6.8","8.4","7.3"
"Jyväskylä lentoasema","2024","5","9","12:00","-","0","-","-","-","-","26","7.7","9.4","8.5"
"Jyväskylä lentoasema","2024","5","9","13:00","-","0","-","-","-","-","26","8.4","9.8","9.1"
"Jyväskylä lentoasema","2024","5","9","14:00","-","0","-","-","-","-","29","9.1","10.4","9.7"
"Jyväskylä lentoasema","2024","5","9","15:00","-","0","-","-","-","-","29","9.6","10.6","10"
"Jyväskylä lentoasema","2024","5","9","16:00","-","0","-","-","-","-","31","9.7","10.8","10.2"
"Jyväskylä lentoasema","2024","5","9","17:00","-","0","-","-","-","-","38","9.3","9.8","9.5"
"Jyväskylä lentoasema","2024","5","9","18:00","-","0","-","-","-","-","43","8.1","9.2","8.6"
"Jyväskylä lentoasema","2024","5","9","19:00","-","0","-","-","-","-","47","7.4","8.1","7.8"
"Jyväskylä lentoasema","2024","5","9","20:00","-","0","-","-","-","-","50","7.2","7.5","7.4"
"Jyväskylä lentoasema","2024","5","9","21:00","-","0","-","-","-","-","65","5.7","7.3","6.7"
"Jyväskylä lentoasema","2024","5","9","22:00","-","0.2","-","-","-","-","86","4.6","5.7","5"
"Jyväskylä lentoasema","2024","5","9","23:00","-","0","-","-","-","-","89","4","4.7","4.3"
"Jyväskylä lentoasema","2024","5","10","00:00","-","0.2","-","-","-","-","92","3.5","4","3.7"
"Jyväskylä lentoasema","2024","5","10","01:00","-","0.1","-","-","-","-","95","3.2","3.5","3.4"
"Jyväskylä lentoasema","2024","5","10","02:00","-","0.2","-","-","-","-","97","3.2","3.3","3.2"
"Jyväskylä lentoasema","2024","5","10","03:00","-","0","-","-","-","-","97","3.2","3.5","3.4"
"Jyväskylä lentoasema","2024","5","10","04:00","-","0","-","-","-","-","95","3.4","3.5","3.5"
"Jyväskylä lentoasema","2024","5","10","05:00","-","0","-","-","-","-","94","3.3","3.5","3.4"
"Jyväskylä lentoasema","2024","5","10","06:00","-","0","-","-","-","-","94","3.4","3.8","3.5"
"Jyväskylä lentoasema","2024","5","10","07:00","-","0","-","-","-","-","91","3.5","3.8","3.7"
"Jyväskylä lentoasema","2024","5","10","08:00","-","0","-","-","-","-","84","3.8","4.9","4.3"
"Jyväskylä lentoasema","2024","5","10","09:00","-","0","-","-","-","-","74","5","7.7","5.7"
"Jyväskylä lentoasema","2024","5","10","10:00","-","0","-","-","-","-","54","7","9.7","8.4"
"Jyväskylä lentoasema","2024","5","10","11:00","-","0","-","-","-","-","39","8.8","11.1","10"
"Jyväskylä lentoasema","2024","5","10","12:00","-","0","-","-","-","-","36","9.3","11.4","10.3"
"Jyväskylä lentoasema","2024","5","10","13:00","-","0","-","-","-","-","37","9.4","11.3","10.2"
"Jyväskylä lentoasema","2024","5","10","14:00","-","0","-","-","-","-","37","8.9","10.9","9.6"
"Jyväskylä lentoasema","2024","5","10","15:00","-","0","-","-","-","-","36","9.2","11","10.1"
"Jyväskylä lentoasema","2024","5","10","16:00","-","0","-","-","-","-","40","7.7","9.7","8.9"
"Jyväskylä lentoasema","2024","5","10","17:00","-","0","-","-","-","-","60","5.4","8.3","6.5"
"Jyväskylä lentoasema","2024","5","10","18:00","-","0","-","-","-","-","63","4.9","6.1","5.4"
"Jyväskylä lentoasema","2024","5","10","19:00","-","0","-","-","-","-","71","3","4.9","4"
"Jyväskylä lentoasema","2024","5","10","20:00","-","0","-","-","-","-","82","2.6","3.6","3"
"Jyväskylä lentoasema","2024","5","10","21:00","-","0","-","-","-","-","70","3.2","3.9","3.6"
"Jyväskylä lentoasema","2024","5","10","22:00","-","0","-","-","-","-","69","3","4","3.6"
"Jyväskylä lentoasema","2024","5","10","23:00","-","0","-","-","-","-","70","3","4.3","3.7"
"Jyväskylä lentoasema","2024","5","11","00:00","-","0","-","-","-","-","66","4.1","4.7","4.4"
"Jyväskylä lentoasema","2024","5","11","01:00","-","0","-","-","-","-","69","3","4.6","3.6"
"Jyväskylä lentoasema","2024","5","11","02:00","-","0","-","-","-","-","79","0.9","3","1.9"
"Jyväskylä lentoasema","2024","5","11","03:00","-","0","-","-","-","-","80","0.6","2.2","1.5"
"Jyväskylä lentoasema","2024","5","11","04:00","-","0","-","-","-","-","70","2.3","4.1","3.2"
"Jyväskylä lentoasema","2024","5","11","05:00","-","0","-","-","-","-","61","4","5.5","4.6"
"Jyväskylä lentoasema","2024","5","11","06:00","-","0","-","-","-","-","50","5.4","6.9","6"
"Jyväskylä lentoasema","2024","5","11","07:00","-","0","-","-","-","-","44","6.5","7.9","7.2"
"Jyväskylä lentoasema","2024","5","11","08:00","-","0","-","-","-","-","40","7.2","9.1","8"
"Jyväskylä lentoasema","2024","5","11","09:00","-","0","-","-","-","-","36","8.4","10","9.1"
"Jyväskylä lentoasema","2024","5","11","10:00","-","0","-","-","-","-","33","9.3","11.1","9.9"
"Jyväskylä lentoasema","2024","5","11","11:00","-","0","-","-","-","-","31","10.1","11.7","10.9"
"Jyväskylä lentoasema","2024","5","11","12:00","-","0","-","-","-","-","29","10.7","12.4","11.5"
"Jyväskylä lentoasema","2024","5","11","13:00","-","0","-","-","-","-","27","11.6","12.6","12"
"Jyväskylä lentoasema","2024","5","11","14:00","-","0","-","-","-","-","27","11.4","12.9","12.1"
"Jyväskylä lentoasema","2024","5","11","15:00","-","0","-","-","-","-","26","11.3","12.4","11.8"
"Jyväskylä lentoasema","2024","5","11","16:00","-","0","-","-","-","-","27","10.8","11.9","11.3"
"Jyväskylä lentoasema","2024","5","11","17:00","-","0","-","-","-","-","29","9.8","11","10.4"
"Jyväskylä lentoasema","2024","5","11","18:00","-","0","-","-","-","-","33","8.4","9.8","9.2"
"Jyväskylä lentoasema","2024","5","11","19:00","-","0","-","-","-","-","40","4.7","8.4","7"
"Jyväskylä lentoasema","2024","5","11","20:00","-","0","-","-","-","-","49","2.9","5.3","4.1"
"Jyväskylä lentoasema","2024","5","11","21:00","-","0","-","-","-","-","52","3","4.6","3.7"
"Jyväskylä lentoasema","2024","5","11","22:00","-","0","-","-","-","-","50","3.5","4.2","3.9"
"Jyväskylä lentoasema","2024","5","11","23:00","-","0","-","-","-","-","57","-0.4","3.5","2.4"
"Jyväskylä lentoasema","2024","5","12","00:00","-","0","-","-","-","-","66","-0.9","2","0.7"
"Jyväskylä lentoasema","2024","5","12","01:00","-","0","-","-","-","-","71","-2.4","1.6","-0.7"
"Jyväskylä lentoasema","2024","5","12","02:00","-","0","-","-","-","-","80","-3.9","-1.6","-2.9"
"Jyväskylä lentoasema","2024","5","12","03:00","-","0","-","-","-","-","79","-2.8","-0.1","-1.5"
"Jyväskylä lentoasema","2024","5","12","04:00","-","0","-","-","-","-","68","0","3.3","1.7"
"Jyväskylä lentoasema","2024","5","12","05:00","-","0","-","-","-","-","54","3.5","6.5","4.9"
"Jyväskylä lentoasema","2024","5","12","06:00","-","0","-","-","-","-","46","6.6","8","7.2"
"Jyväskylä lentoasema","2024","5","12","07:00","-","0","-","-","-","-","39","7.7","9.7","8.6"
"Jyväskylä lentoasema","2024","5","12","08:00","-","0","-","-","-","-","36","9.1","10.9","10.1"
"Jyväskylä lentoasema","2024","5","12","09:00","-","0","-","-","-","-","35","10.4","11.7","11.1"
"Jyväskylä lentoasema","2024","5","12","10:00","-","0","-","-","-","-","32","11.1","13","12.1"
"Jyväskylä lentoasema","2024","5","12","11:00","-","0","-","-","-","-","32","12.4","13.4","12.8"
"Jyväskylä lentoasema","2024","5","12","12:00","-","0","-","-","-","-","38","11.8","13.1","12.7"
"Jyväskylä lentoasema","2024","5","12","13:00","-","0","-","-","-","-","52","11.5","12.2","11.8"
"Jyväskylä lentoasema","2024","5","12","14:00","-","0","-","-","-","-","54","11.1","11.8","11.5"
"Jyväskylä lentoasema","2024","5","12","15:00","-","0","-","-","-","-","51","10.7","11.4","10.9"
"Jyväskylä lentoasema","2024","5","12","16:00","-","0","-","-","-","-","53","10.5","10.9","10.7"
"Jyväskylä lentoasema","2024","5","12","17:00","-","0","-","-","-","-","52","10.5","10.7","10.6"
"Jyväskylä lentoasema","2024","5","12","18:00","-","0","-","-","-","-","56","9.7","10.5","10.2"
"Jyväskylä lentoasema","2024","5","12","19:00","-","0","-","-","-","-","69","8.5","9.6","9"
"Jyväskylä lentoasema","2024","5","12","20:00","-","0","-","-","-","-","78","7.7","8.5","8.1"
"Jyväskylä lentoasema","2024","5","12","21:00","-","0","-","-","-","-","80","7.4","7.8","7.6"
"Jyväskylä lentoasema","2024","5","12","22:00","-","0","-","-","-","-","79","7","7.4","7.2"
"Jyväskylä lentoasema","2024","5","12","23:00","-","0","-","-","-","-","80","6.7","7.1","6.9"
"Jyväskylä lentoasema","2024","5","13","00:00","-","0","-","-","-","-","82","6.1","6.8","6.6"
"Jyväskylä lentoasema","2024","5","13","01:00","-","0","-","-","-","-","88","3.3","6.1","4.9"
"Jyväskylä lentoasema","2024","5","13","02:00","-","0","-","-","-","-","94","3.1","4.5","3.5"
"Jyväskylä lentoasema","2024","5","13","03:00","-","0","-","-","-","-","92","3.7","4.6","4.1"
"Jyväskylä lentoasema","2024","5","13","04:00","-","0","-","-","-","-","86","4.6","7","5.8"
"Jyväskylä lentoasema","2024","5","13","05:00","-","0","-","-","-","-","77","7","9.1","8.1"
"Jyväskylä lentoasema","2024","5","13","06:00","-","0","-","-","-","-","74","9","10.5","9.8"
"Jyväskylä lentoasema","2024","5","13","07:00","-","0","-","-","-","-","67","10.4","13.1","12.1"
"Jyväskylä lentoasema","2024","5","13","08:00","-","0","-","-","-","-","61","13","14.8","13.7"
"Jyväskylä lentoasema","2024","5","13","09:00","-","0","-","-","-","-","56","14.3","16.3","15.2"
"Jyväskylä lentoasema","2024","5","13","10:00","-","0","-","-","-","-","50","15.2","17.4","16.4"
"Jyväskylä lentoasema","2024","5","13","11:00","-","0","-","-","-","-","47","16.4","17.7","16.9"
"Jyväskylä lentoasema","2024","5","13","12:00","-","0","-","-","-","-","47","16.7","17.2","17"
"Jyväskylä lentoasema","2024","5","13","13:00","-","0","-","-","-","-","49","16.6","17.2","16.9"
"Jyväskylä lentoasema","2024","5","13","14:00","-","0","-","-","-","-","51","16.6","17","16.8"
"Jyväskylä lentoasema","2024","5","13","15:00","-","0","-","-","-","-","51","16.5","16.9","16.7"
"Jyväskylä lentoasema","2024","5","13","16:00","-","0","-","-","-","-","53","16.1","16.5","16.3"
"Jyväskylä lentoasema","2024","5","13","17:00","-","0","-","-","-","-","55","15.6","16.1","15.9"
"Jyväskylä lentoasema","2024","5","13","18:00","-","0","-","-","-","-","58","14.7","15.6","15.1"
"Jyväskylä lentoasema","2024","5","13","19:00","-","0","-","-","-","-","61","13.7","14.7","14.3"
"Jyväskylä lentoasema","2024","5","13","20:00","-","0","-","-","-","-","67","12","13.7","13"
"Jyväskylä lentoasema","2024","5","13","21:00","-","0","-","-","-","-","76","10.4","12","11.1"
"Jyväskylä lentoasema","2024","5","13","22:00","-","0","-","-","-","-","79","10","10.7","10.3"
"Jyväskylä lentoasema","2024","5","13","23:00","-","0","-","-","-","-","85","7.5","9.9","9"
"Jyväskylä lentoasema","2024","5","14","00:00","-","0","-","-","-","-","94","5.3","7.4","6.7"
"Jyväskylä lentoasema","2024","5","14","01:00","-","0","-","-","-","-","98","4.7","5.7","5.2"
"Jyväskylä lentoasema","2024","5","14","02:00","-","0","-","-","-","-","98","3.3","4.8","4.3"
"Jyväskylä lentoasema","2024","5","14","03:00","-","0","-","-","-","-","93","4","8.5","5.7"
"Jyväskylä lentoasema","2024","5","14","04:00","-","0","-","-","-","-","82","8.3","10","9"
"Jyväskylä lentoasema","2024","5","14","05:00","-","0","-","-","-","-","73","10","13.3","11.8"
"Jyväskylä lentoasema","2024","5","14","06:00","-","0","-","-","-","-","64","13.2","15.7","14.5"
"Jyväskylä lentoasema","2024","5","14","07:00","-","0","-","-","-","-","59","15.6","17.8","16.5"
"Jyväskylä lentoasema","2024","5","14","08:00","-","0","-","-","-","-","52","17.4","19.4","18.3"
"Jyväskylä lentoasema","2024","5","14","09:00","-","0","-","-","-","-","47","18.3","19.7","19"
"Jyväskylä lentoasema","2024","5","14","10:00","-","0","-","-","-","-","43","19.6","21","20.3"
"Jyväskylä lentoasema","2024","5","14","11:00","-","0","-","-","-","-","40","20.5","21.7","21.1"
"Jyväskylä lentoasema","2024","5","14","12:00","-","0","-","-","-","-","41","20.6","21.6","21"
"Jyväskylä lentoasema","2024","5","14","13:00","-","0","-","-","-","-","41","20.7","21.9","21.3"
"Jyväskylä lentoasema","2024","5","14","14:00","-","0","-","-","-","-","41","21","22.2","21.5"
"Jyväskylä lentoasema","2024","5","14","15:00","-","0","-","-","-","-","40","21.1","22.8","21.7"
"Jyväskylä lentoasema","2024","5","14","16:00","-","0","-","-","-","-","40","21.2","22.2","21.6"
"Jyväskylä lentoasema","2024","5","14","17:00","-","0","-","-","-","-","40","20.7","21.9","21.3"
"Jyväskylä lentoasema","2024","5","14","18:00","-","0","-","-","-","-","45","19.4","20.7","20"
"Jyväskylä lentoasema","2024","5","14","19:00","-","0","-","-","-","-","51","17.2","19.4","18.2"
"Jyväskylä lentoasema","2024","5","14","20:00","-","0","-","-","-","-","58","15.2","17.3","16.3"
"Jyväskylä lentoasema","2024","5","14","21:00","-","0","-","-","-","-","66","14.4","15.5","15.1"
"Jyväskylä lentoasema","2024","5","14","22:00","-","0","-","-","-","-","76","11.7","14.4","12.7"
"Jyväskylä lentoasema","2024","5","14","23:00","-","0","-","-","-","-","84","10.6","11.6","11.2"
"Jyväskylä lentoasema","2024","5","15","00:00","-","0","-","-","-","-","86","9.9","11.5","10.6"
"Jyväskylä lentoasema","2024","5","15","01:00","-","0","-","-","-","-","90","8.7","10.6","9.7"
"Jyväskylä lentoasema","2024","5","15","02:00","-","0","-","-","-","-","95","8","8.7","8.3"
"Jyväskylä lentoasema","2024","5","15","03:00","-","0","-","-","-","-","93","8","10.4","8.7"
"Jyväskylä lentoasema","2024","5","15","04:00","-","0","-","-","-","-","77","10.6","12.3","11.6"
"Jyväskylä lentoasema","2024","5","15","05:00","-","0","-","-","-","-","69","12.3","13.6","13"
"Jyväskylä lentoasema","2024","5","15","06:00","-","0","-","-","-","-","64","13.5","15.6","14.4"
"Jyväskylä lentoasema","2024","5","15","07:00","-","0","-","-","-","-","58","15.6","18","16.5"
"Jyväskylä lentoasema","2024","5","15","08:00","-","0","-","-","-","-","49","18.1","21","19.4"
"Jyväskylä lentoasema","2024","5","15","09:00","-","0","-","-","-","-","45","20.5","22","21.1"
"Jyväskylä lentoasema","2024","5","15","10:00","-","0","-","-","-","-","39","21.7","23.8","22.9"
"Jyväskylä lentoasema","2024","5","15","11:00","-","0","-","-","-","-","37","23.4","24.6","24.1"
"Jyväskylä lentoasema","2024","5","15","12:00","-","0","-","-","-","-","35","23.8","25.3","24.6"
"Jyväskylä lentoasema","2024","5","15","13:00","-","0","-","-","-","-","34","23.6","25.4","24.5"
"Jyväskylä lentoasema","2024","5","15","14:00","-","0","-","-","-","-","32","24.2","25.5","24.9"
"Jyväskylä lentoasema","2024","5","15","15:00","-","0","-","-","-","-","30","23.7","25.1","24.6"
"Jyväskylä lentoasema","2024","5","15","16:00","-","0","-","-","-","-","30","23.5","24.5","23.9"
"Jyväskylä lentoasema","2024","5","15","17:00","-","0","-","-","-","-","29","23.3","24.2","23.7"
"Jyväskylä lentoasema","2024","5","15","18:00","-","0","-","-","-","-","29","21.6","23.3","22.4"
"Jyväskylä lentoasema","2024","5","15","19:00","-","0","-","-","-","-","30","19.6","21.6","20.6"
"Jyväskylä lentoasema","2024","5","15","20:00","-","0","-","-","-","-","35","16.8","19.5","18.3"
"Jyväskylä lentoasema","2024","5","15","21:00","-","0","-","-","-","-","44","14.6","16.8","15.4"
"Jyväskylä lentoasema","2024","5","15","22:00","-","0","-","-","-","-","47","14.5","15.6","15"
"Jyväskylä lentoasema","2024","5","15","23:00","-","0","-","-","-","-","51","13.3","14.6","14.2"
"Jyväskylä lentoasema","2024","5","16","00:00","-","0","-","-","-","-","59","11.7","13.5","12.4"
"Jyväskylä lentoasema","2024","5","16","01:00","-","0","-","-","-","-","69","8.1","13.1","10.2"
"Jyväskylä lentoasema","2024","5","16","02:00","-","0","-","-","-","-","70","7.9","12.6","10.5"
"Jyväskylä lentoasema","2024","5","16","03:00","-","0","-","-","-","-","63","12.5","12.9","12.8"
"Jyväskylä lentoasema","2024","5","16","04:00","-","0","-","-","-","-","62","12.8","14","13.4"
"Jyväskylä lentoasema","2024","5","16","05:00","-","0","-","-","-","-","59","14","15.2","14.6"
"Jyväskylä lentoasema","2024","5","16","06:00","-","0","-","-","-","-","54","15.3","16.8","16"
"Jyväskylä lentoasema","2024","5","16","07:00","-","0","-","-","-","-","51","16.7","18.6","17.5"
"Jyväskylä lentoasema","2024","5","16","08:00","-","0","-","-","-","-","47","18.1","20.2","19.2"
"Jyväskylä lentoasema","2024","5","16","09:00","-","0","-","-","-","-","41","20.1","22.5","21.1"
"Jyväskylä lentoasema","2024","5","16","10:00","-","0","-","-","-","-","32","21.6","23.1","22.5"
"Jyväskylä lentoasema","2024","5","16","11:00","-","0","-","-","-","-","31","22.7","24","23.2"
"Jyväskylä lentoasema","2024","5","16","12:00","-","0","-","-","-","-","32","22.9","24.3","23.6"
"Jyväskylä lentoasema","2024","5","16","13:00","-","0","-","-","-","-","30","23.4","24.9","24.2"
"Jyväskylä lentoasema","2024","5","16","14:00","-","0","-","-","-","-","32","23.6","24.8","24.1"
"Jyväskylä lentoasema","2024","5","16","15:00","-","0","-","-","-","-","37","22.1","23.6","22.9"
"Jyväskylä lentoasema","2024","5","16","16:00","-","0","-","-","-","-","40","21.5","22.6","22"
"Jyväskylä lentoasema","2024","5","16","17:00","-","0","-","-","-","-","43","19.6","21.8","20.3"
"Jyväskylä lentoasema","2024","5","16","18:00","-","0","-","-","-","-","47","18","19.6","19"
"Jyväskylä lentoasema","2024","5","16","19:00","-","0","-","-","-","-","51","17.1","18.3","17.9"
"Jyväskylä lentoasema","2024","5","16","20:00","-","0","-","-","-","-","60","14.3","17.1","15.5"
"Jyväskylä lentoasema","2024","5","16","21:00","-","0","-","-","-","-","74","10.7","14.3","12.3"
"Jyväskylä lentoasema","2024","5","16","22:00","-","0","-","-","-","-","82","9.4","11.4","10.4"
"Jyväskylä lentoasema","2024","5","16","23:00","-","0","-","-","-","-","86","7","9.9","8.8"
"Jyväskylä lentoasema","2024","5","17","00:00","-","0","-","-","-","-","91","6.8","8.5","7.7"
"Jyväskylä lentoasema","2024","5","17","01:00","-","0","-","-","-","-","92","5.9","7.4","6.8"
"Jyväskylä lentoasema","2024","5","17","02:00","-","0","-","-","-","-","94","5.9","7.1","6.6"
"Jyväskylä lentoasema","2024","5","17","03:00","-","0","-","-","-","-","91","6.9","8.6","7.7"
"Jyväskylä lentoasema","2024","5","17","04:00","-","0","-","-","-","-","80","8.6","11.7","10.3"
"Jyväskylä lentoasema","2024","5","17","05:00","-","0","-","-","-","-","65","11.7","14.6","13"
"Jyväskylä lentoasema","2024","5","17","06:00","-","0","-","-","-","-","-","-","-","-"
"Jyväskylä lentoasema","2024","5","17","07:00","-","0","-","-","-","-","49","16.7","18.5","17.7"
"Jyväskylä lentoasema","2024","5","17","08:00","-","0","-","-","-","-","44","18.2","19.9","19.1"
"Jyväskylä lentoasema","2024","5","17","09:00","-","0","-","-","-","-","37","19.6","21.5","20.5"
"Jyväskylä lentoasema","2024","5","17","10:00","-","0","-","-","-","-","34","20.6","21.7","21.2"
"Jyväskylä lentoasema","2024","5","17","11:00","-","0","-","-","-","-","32","21.6","23.4","22.5"
"Jyväskylä lentoasema","2024","5","17","12:00","-","0","-","-","-","-","31","22.3","23.6","22.8"
"Jyväskylä lentoasema","2024","5","17","13:00","-","0","-","-","-","-","27","23","24.4","23.7"
"Jyväskylä lentoasema","2024","5","17","14:00","-","0","-","-","-","-","29","23.1","24.5","23.9"
"Jyväskylä lentoasema","2024","5","17","15:00","-","0","-","-","-","-","29","23.4","24.6","24"
"Jyväskylä lentoasema","2024","5","17","16:00","-","0","-","-","-","-","29","23.4","23.9","23.6"
"Jyväskylä lentoasema","2024","5","17","17:00","-","0","-","-","-","-","30","23.2","23.8","23.4"
"Jyväskylä lentoasema","2024","5","17","18:00","-","0","-","-","-","-","34","20.9","23.2","22.3"
"Jyväskylä lentoasema","2024","5","17","19:00","-","0","-","-","-","-","41","18.1","20.9","19.5"
"Jyväskylä lentoasema","2024","5","17","20:00","-","0","-","-","-","-","49","15.2","18.1","16.6"
"Jyväskylä lentoasema","2024","5","17","21:00","-","0","-","-","-","-","59","13.2","15","14.1"
"Jyväskylä lentoasema","2024","5","17","22:00","-","0","-","-","-","-","63","11.2","15","13.2"
"Jyväskylä lentoasema","2024","5","17","23:00","-","0","-","-","-","-","73","9.8","12.4","11.1"
"Jyväskylä lentoasema","2024","5","18","00:00","-","0","-","-","-","-","83","9","10.1","9.4"
"Jyväskylä lentoasema","2024","5","18","01:00","-","0","-","-","-","-","88","7.7","9.1","8.5"
"Jyväskylä lentoasema","2024","5","18","02:00","-","0","-","-","-","-","91","7.4","8","7.7"
"Jyväskylä lentoasema","2024","5","18","03:00","-","0","-","-","-","-","85","7.7","9.9","8.8"
"Jyväskylä lentoasema","2024","5","18","04:00","-","0","-","-","-","-","77","9.9","13.7","11.5"
"Jyväskylä lentoasema","2024","5","18","05:00","-","0","-","-","-","-","61","13.8","15.8","15"
"Jyväskylä lentoasema","2024","5","18","06:00","-","0","-","-","-","-","52","15.7","18.3","17.1"
"Jyväskylä lentoasema","2024","5","18","07:00","-","0","-","-","-","-","45","18.1","19.6","18.9"
"Jyväskylä lentoasema","2024","5","18","08:00","-","0","-","-","-","-","38","19.5","21.4","20.4"
"Jyväskylä lentoasema","2024","5","18","09:00","-","0","-","-","-","-","36","20.9","22.3","21.6"
"Jyväskylä lentoasema","2024","5","18","10:00","-","0","-","-","-","-","37","21.8","23.1","22.3"
"Jyväskylä lentoasema","2024","5","18","11:00","-","0","-","-","-","-","35","22.5","23.7","23"
"Jyväskylä lentoasema","2024","5","18","12:00","-","0","-","-","-","-","33","23.1","24.5","23.8"
"Jyväskylä lentoasema","2024","5","18","13:00","-","0","-","-","-","-","33","23.3","24.4","23.9"
"Jyväskylä lentoasema","2024","5","18","14:00","-","0","-","-","-","-","30","23.6","24.6","24.1"
"Jyväskylä lentoasema","2024","5","18","15:00","-","0","-","-","-","-","29","23.5","24.4","24"
"Jyväskylä lentoasema","2024","5","18","16:00","-","0","-","-","-","-","30","23","24","23.5"
"Jyväskylä lentoasema","2024","5","18","17:00","-","0","-","-","-","-","29","22.5","23.1","22.8"
"Jyväskylä lentoasema","2024","5","18","18:00","-","0","-","-","-","-","31","20.3","22.4","21.4"
"Jyväskylä lentoasema","2024","5","18","19:00","-","0","-","-","-","-","34","18.6","20.5","19.5"
"Jyväskylä lentoasema","2024","5","18","20:00","-","0","-","-","-","-","36","16.2","18.6","17.5"
"Jyväskylä lentoasema","2024","5","18","21:00","-","0","-","-","-","-","44","14.4","16.5","15.1"
"Jyväskylä lentoasema","2024","5","18","22:00","-","0","-","-","-","-","48","12.4","15.5","13.9"
"Jyväskylä lentoasema","2024","5","18","23:00","-","0","-","-","-","-","61","9.7","12.4","11.5"
"Jyväskylä lentoasema","2024","5","19","00:00","-","0","-","-","-","-","71","8.1","9.9","9"
"Jyväskylä lentoasema","2024","5","19","01:00","-","0","-","-","-","-","78","7.3","8.6","7.8"
"Jyväskylä lentoasema","2024","5","19","02:00","-","0","-","-","-","-","82","6.9","7.9","7.3"
"Jyväskylä lentoasema","2024","5","19","03:00","-","0","-","-","-","-","80","7.6","9.5","8.1"
"Jyväskylä lentoasema","2024","5","19","04:00","-","0","-","-","-","-","68","9.6","13.1","11.4"
"Jyväskylä lentoasema","2024","5","19","05:00","-","0","-","-","-","-","56","13.1","16.8","15.3"
"Jyväskylä lentoasema","2024","5","19","06:00","-","0","-","-","-","-","48","17","19.3","18"
"Jyväskylä lentoasema","2024","5","19","07:00","-","0","-","-","-","-","44","18.9","20.8","19.8"
