"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema AWOS","2024","5","7","06:00","1018","-","7.2","328","4.9","4.5","50","1.5","2.5","2.1"
"Jyväskylä lentoasema AWOS","2024","5","7","07:00","1018.1","-","8.4","338","5.6","4.8","46","2.3","3.5","2.7"
"Jyväskylä lentoasema AWOS","2024","5","7","08:00","1018.2","-","9.5","344","5.9","5.3","45","2.6","3.5","2.9"
"Jyväskylä lentoasema AWOS","2024","5","7","09:00","1018.3","-","8.2","346","5.7","4.9","44","2.5","4","3.2"
"Jyväskylä lentoasema AWOS","2024","5","7","10:00","1018.4","-","8.4","342","6","5.4","41","3.1","4","3.4"
"Jyväskylä lentoasema AWOS","2024","5","7","11:00","1018.6","-","8.4","340","5.8","5.1","44","3","3.8","3.3"
"Jyväskylä lentoasema AWOS","2024","5","7","12:00","1018.7","-","8.4","326","6.3","5.4","44","3.2","4.7","3.7"
"Jyväskylä lentoasema AWOS","2024","5","7","13:00","1018.5","-","10.4","326","7","6","39","4","5.8","4.8"
"Jyväskylä lentoasema AWOS","2024","5","7","14:00","1018.8","-","11.1","351","7","6","43","3.7","5.5","4.5"
"Jyväskylä lentoasema AWOS","2024","5","7","15:00","1019.7","-","10.7","3","7.5","5.9","58","0.6","4.2","2.9"
"Jyväskylä lentoasema AWOS","2024","5","7","16:00","1020.2","-","7.1","342","5","3.5","78","0.9","2.7","1.8"
"Jyväskylä lentoasema AWOS","2024","5","7","17:00","1021.2","-","9.5","29","6.4","3.7","73","0.7","2.6","1.2"
"Jyväskylä lentoasema AWOS","2024","5","7","18:00","1022","-","6.2","24","4.4","3.7","70","0.4","1.5","1"
"Jyväskylä lentoasema AWOS","2024","5","7","19:00","1022.8","-","4.4","21","3.3","1.7","73","-0.9","0.3","-0.2"
"Jyväskylä lentoasema AWOS","2024","5","7","20:00","1023.4","-","3.1","350","2.1","1.9","74","-1","-0.5","-0.8"
"Jyväskylä lentoasema AWOS","2024","5","7","21:00","1023.9","-","3.9","357","2.5","2.2","66","-1.5","-0.7","-1.1"
"Jyväskylä lentoasema AWOS","2024","5","7","22:00","1024.6","-","4.5","355","2.8","2.4","60","-1.8","-1.2","-1.5"
"Jyväskylä lentoasema AWOS","2024","5","7","23:00","1025.1","-","4.4","346","2.6","1.9","61","-4.6","-1.7","-2.4"
"Jyväskylä lentoasema AWOS","2024","5","8","00:00","1025.5","-","3.3","344","2.5","2","71","-4.9","-3.1","-3.8"
"Jyväskylä lentoasema AWOS","2024","5","8","01:00","1026","-","4.4","329","3","2.5","73","-6.4","-3.4","-4.6"
"Jyväskylä lentoasema AWOS","2024","5","8","02:00","1026.5","-","5.2","347","3.7","3.2","67","-3.5","-3.2","-3.4"
"Jyväskylä lentoasema AWOS","2024","5","8","03:00","1026.8","-","5.6","350","3.9","3.5","67","-3.6","-2.9","-3.3"
"Jyväskylä lentoasema AWOS","2024","5","8","04:00","1027.2","-","7.2","355","4.8","4.2","68","-2.9","-1.9","-2.4"
"Jyväskylä lentoasema AWOS","2024","5","8","05:00","1027.7","-","6.5","359","4.7","4.1","67","-2","-0.6","-1.4"
"Jyväskylä lentoasema AWOS","2024","5","8","06:00","1028.3","-","8.1","3","5.8","4.7","57","-0.9","0.4","-0.4"
"Jyväskylä lentoasema AWOS","2024","5","8","07:00","1028.7","-","8.1","5","5.5","5","54","-0.1","1.4","0.5"
"Jyväskylä lentoasema AWOS","2024","5","8","08:00","1028.9","-","7.9","7","5.3","4.6","43","0.5","2.1","1.4"
"Jyväskylä lentoasema AWOS","2024","5","8","09:00","1028.9","-","9","359","6.2","4.9","36","1.4","3.6","2.3"
"Jyväskylä lentoasema AWOS","2024","5","8","10:00","1028.7","-","9.5","7","6.9","5.2","30","2.7","4.5","3.4"
"Jyväskylä lentoasema AWOS","2024","5","8","11:00","1028.5","-","7.3","26","5.2","4","31","3.3","5.2","4.2"
"Jyväskylä lentoasema AWOS","2024","5","8","12:00","1028.1","-","7.4","5","5.2","3.3","30","4.1","6.4","5.2"
"Jyväskylä lentoasema AWOS","2024","5","8","13:00","1027.8","-","9.4","342","5.4","3.8","28","4.8","6.4","5.9"
"Jyväskylä lentoasema AWOS","2024","5","8","14:00","1027.4","-","8.3","335","5.8","4.6","27","5.9","7.4","6.4"
"Jyväskylä lentoasema AWOS","2024","5","8","15:00","1027.2","-","7.8","337","5.5","4.4","27","6","7.3","6.7"
"Jyväskylä lentoasema AWOS","2024","5","8","16:00","1026.9","-","8.1","357","4.6","4.1","26","6.4","7.3","6.8"
"Jyväskylä lentoasema AWOS","2024","5","8","17:00","1026.7","-","6.6","360","4.7","3.8","26","6.3","7.1","6.6"
"Jyväskylä lentoasema AWOS","2024","5","8","18:00","1026.5","-","5.4","357","3.6","2.9","27","5.7","6.4","6.1"
"Jyväskylä lentoasema AWOS","2024","5","8","19:00","1026.5","-","2.3","335","2.2","1.5","35","0.9","5.8","3.8"
"Jyväskylä lentoasema AWOS","2024","5","8","20:00","1026.6","-","1.2","285","0.9","0.7","53","-0.8","0.8","0.1"
"Jyväskylä lentoasema AWOS","2024","5","8","21:00","1026.5","-","1.6","306","1.4","0.8","61","-2.8","-0.8","-1.7"
"Jyväskylä lentoasema AWOS","2024","5","8","22:00","1026.6","-","2.4","308","1.4","0.9","66","-4.2","-1.8","-2.8"
"Jyväskylä lentoasema AWOS","2024","5","8","23:00","1026.5","-","2.7","318","1.7","0.7","69","-4.8","-2.8","-3.6"
"Jyväskylä lentoasema AWOS","2024","5","9","00:00","1026.3","-","1.1","288","0.9","0.4","74","-5","-3.6","-4.3"
"Jyväskylä lentoasema AWOS","2024","5","9","01:00","1025.9","-","1.3","296","1","0.5","78","-4.8","-4","-4.4"
"Jyväskylä lentoasema AWOS","2024","5","9","02:00","1025.4","-","1.1","335","0.9","0.7","84","-4.8","-4.1","-4.4"
"Jyväskylä lentoasema AWOS","2024","5","9","03:00","1024.9","-","0.8","353","0.7","0.5","79","-4.1","-2.8","-3.5"
"Jyväskylä lentoasema AWOS","2024","5","9","04:00","1024.5","-","0.9","40","0.3","0.2","78","-2.8","-1.4","-2.2"
"Jyväskylä lentoasema AWOS","2024","5","9","05:00","1023.9","-","1","337","0.7","0.5","71","-1.3","0.8","-0.1"
"Jyväskylä lentoasema AWOS","2024","5","9","06:00","1023.3","-","1.2","55","0.7","0.5","61","0.5","3","1.8"
"Jyväskylä lentoasema AWOS","2024","5","9","07:00","1022.7","-","2.7","275","1.5","0.8","44","3.1","5.1","4.2"
"Jyväskylä lentoasema AWOS","2024","5","9","08:00","1021.7","-","3.7","314","2.2","1.3","28","4.7","5.9","5.3"
"Jyväskylä lentoasema AWOS","2024","5","9","09:00","1020.9","-","4.6","313","2.5","2","27","5.6","7.4","6.5"
"Jyväskylä lentoasema AWOS","2024","5","9","10:00","1020.1","-","5.5","275","3.5","2.3","27","6.2","7.4","6.8"
"Jyväskylä lentoasema AWOS","2024","5","9","11:00","1019.2","-","6","296","3.5","2.4","26","6.8","8.5","7.4"
"Jyväskylä lentoasema AWOS","2024","5","9","12:00","1018.2","-","6.9","290","4","2.8","26","7.3","9.7","8.4"
"Jyväskylä lentoasema AWOS","2024","5","9","13:00","1017.2","-","6.7","245","2.9","2","26","8.2","9.8","9"
"Jyväskylä lentoasema AWOS","2024","5","9","14:00","1016.4","-","6.7","277","3.4","2.7","28","9","10.6","9.7"
"Jyväskylä lentoasema AWOS","2024","5","9","15:00","1015.4","-","6.5","278","3.7","2.6","28","9.2","10.7","10"
"Jyväskylä lentoasema AWOS","2024","5","9","16:00","1014.5","-","6","249","3.8","2.7","31","9.6","10.5","10"
"Jyväskylä lentoasema AWOS","2024","5","9","17:00","1013.7","-","6.2","234","3.9","3.4","38","9.3","9.6","9.5"
"Jyväskylä lentoasema AWOS","2024","5","9","18:00","1013","-","4","228","3.2","2.3","42","8.3","9.3","8.8"
"Jyväskylä lentoasema AWOS","2024","5","9","19:00","1012.4","-","3.1","224","2.2","1.8","46","7.5","8.3","7.9"
"Jyväskylä lentoasema AWOS","2024","5","9","20:00","1011.9","-","5.3","251","3.1","2.2","51","6.6","7.5","7.2"
"Jyväskylä lentoasema AWOS","2024","5","9","21:00","1011.7","-","5.9","281","3.9","3","63","5.7","7.3","6.7"
"Jyväskylä lentoasema AWOS","2024","5","9","22:00","1011.5","-","4.3","278","2.9","2.4","84","4.7","5.8","5.1"
"Jyväskylä lentoasema AWOS","2024","5","9","23:00","1011","-","4.5","271","2.9","2.3","88","4.1","4.6","4.4"
"Jyväskylä lentoasema AWOS","2024","5","10","00:00","1010.5","-","3.9","264","2.7","2.3","91","3.5","4.1","3.8"
"Jyväskylä lentoasema AWOS","2024","5","10","01:00","1010.1","-","3.4","268","2.2","1.7","93","3.3","3.6","3.4"
"Jyväskylä lentoasema AWOS","2024","5","10","02:00","1009.5","-","2.5","265","1.7","1.3","96","3.2","3.3","3.3"
"Jyväskylä lentoasema AWOS","2024","5","10","03:00","1009.2","-","5.3","293","3.4","2.6","96","3.3","3.6","3.4"
"Jyväskylä lentoasema AWOS","2024","5","10","04:00","1009","-","6.8","311","4.8","3.9","93","3.6","3.7","3.6"
"Jyväskylä lentoasema AWOS","2024","5","10","05:00","1009.4","-","8.6","316","5.9","4.8","93","3.5","3.7","3.6"
"Jyväskylä lentoasema AWOS","2024","5","10","06:00","1009.7","-","8.9","321","6.6","6","92","3.5","4","3.7"
"Jyväskylä lentoasema AWOS","2024","5","10","07:00","1010.2","-","11.3","324","7.5","6.5","89","3.6","4.1","3.8"
"Jyväskylä lentoasema AWOS","2024","5","10","08:00","1010.8","-","11.8","321","7.3","6.3","82","3.7","4.8","4.3"
"Jyväskylä lentoasema AWOS","2024","5","10","09:00","1011.1","-","13.1","323","8.6","7.7","72","4.8","7.1","5.6"
"Jyväskylä lentoasema AWOS","2024","5","10","10:00","1011.2","-","14.4","323","9.9","8.7","52","6.7","10","8.2"
"Jyväskylä lentoasema AWOS","2024","5","10","11:00","1011.3","-","15.4","327","10.8","9.5","38","8.9","11.4","9.9"
"Jyväskylä lentoasema AWOS","2024","5","10","12:00","1011.7","-","15","326","10.8","9.7","34","9.4","11.4","10.5"
"Jyväskylä lentoasema AWOS","2024","5","10","13:00","1012","-","15.6","322","10.2","9.3","35","9.6","11.9","10.5"
"Jyväskylä lentoasema AWOS","2024","5","10","14:00","1012.4","-","14.8","334","10.7","9.5","35","9.3","10.6","9.7"
"Jyväskylä lentoasema AWOS","2024","5","10","15:00","1012.6","-","15.3","330","9.8","9","34","9.3","11","10.1"
"Jyväskylä lentoasema AWOS","2024","5","10","16:00","1012.9","-","16.8","336","10.9","9.5","38","7.6","9.5","9"
"Jyväskylä lentoasema AWOS","2024","5","10","17:00","1013.8","-","14.9","336","11","8.7","55","6.1","8.2","7"
"Jyväskylä lentoasema AWOS","2024","5","10","18:00","1014.7","-","16.9","337","11.8","10","60","5.1","6.7","5.8"
"Jyväskylä lentoasema AWOS","2024","5","10","19:00","1015.7","-","15.5","343","10.2","8.4","69","3.5","5.1","4.2"
"Jyväskylä lentoasema AWOS","2024","5","10","20:00","1016.4","-","9.9","346","7","5.5","78","2.9","3.8","3.3"
"Jyväskylä lentoasema AWOS","2024","5","10","21:00","1016.7","-","9.8","341","6.4","5.6","66","3.8","4.3","4"
"Jyväskylä lentoasema AWOS","2024","5","10","22:00","1017","-","8.7","334","6.6","4.5","65","3.7","4.4","4.2"
"Jyväskylä lentoasema AWOS","2024","5","10","23:00","1017.3","-","9.4","328","6.9","5.8","67","3.4","4.5","4"
"Jyväskylä lentoasema AWOS","2024","5","11","00:00","1017.5","-","10.3","337","7.2","6.5","63","4.3","5","4.7"
"Jyväskylä lentoasema AWOS","2024","5","11","01:00","1017.7","-","9","328","6.2","5.1","65","3.3","5","4.2"
"Jyväskylä lentoasema AWOS","2024","5","11","02:00","1018.3","-","6","316","4.6","4","78","0.5","3.3","1.6"
"Jyväskylä lentoasema AWOS","2024","5","11","03:00","1018.7","-","6.7","322","4.8","3.7","80","0.4","2.5","1.4"
"Jyväskylä lentoasema AWOS","2024","5","11","04:00","1019","-","9.9","333","6.1","5.4","68","2.5","4","3.3"
"Jyväskylä lentoasema AWOS","2024","5","11","05:00","1019.2","-","10.6","330","7.5","6.6","59","4","5.6","4.7"
"Jyväskylä lentoasema AWOS","2024","5","11","06:00","1019.2","-","12.8","338","8.5","7.8","49","5.3","6.8","6"
"Jyväskylä lentoasema AWOS","2024","5","11","07:00","1019.4","-","15.2","341","9.8","8.7","43","6.2","7.4","6.8"
"Jyväskylä lentoasema AWOS","2024","5","11","08:00","1019.4","-","14.9","332","10.9","9","39","7","8.9","7.7"
"Jyväskylä lentoasema AWOS","2024","5","11","09:00","1019.5","-","13.5","324","9.4","8.6","36","7.9","9.7","8.8"
"Jyväskylä lentoasema AWOS","2024","5","11","10:00","1019.6","-","13.4","329","9","8.2","32","8.9","11.1","9.7"
"Jyväskylä lentoasema AWOS","2024","5","11","11:00","1019.7","-","13.5","328","8.6","7.7","29","9.6","11.4","10.6"
"Jyväskylä lentoasema AWOS","2024","5","11","12:00","1019.7","-","13.5","323","8.8","7.9","29","10.4","12.2","11.5"
"Jyväskylä lentoasema AWOS","2024","5","11","13:00","1019.8","-","11.1","333","8.5","6.9","27","11","12.9","11.9"
"Jyväskylä lentoasema AWOS","2024","5","11","14:00","1020","-","10.9","341","7.3","6.3","27","11.3","12.6","11.9"
"Jyväskylä lentoasema AWOS","2024","5","11","15:00","1020.1","-","10.5","351","7.2","6.1","26","11.2","12.4","11.8"
"Jyväskylä lentoasema AWOS","2024","5","11","16:00","1020.4","-","9.4","350","6.8","6.2","26","10.7","12","11.2"
"Jyväskylä lentoasema AWOS","2024","5","11","17:00","1020.6","-","9.8","350","6.9","5.8","27","10","11","10.5"
"Jyväskylä lentoasema AWOS","2024","5","11","18:00","1021","-","7.2","349","5.1","4.5","30","9.1","10.1","9.6"
"Jyväskylä lentoasema AWOS","2024","5","11","19:00","1021.6","-","6.1","338","4.7","4","35","7","9","8.2"
"Jyväskylä lentoasema AWOS","2024","5","11","20:00","1022","-","4.5","326","3.5","3","44","3.8","7.3","5.4"
"Jyväskylä lentoasema AWOS","2024","5","11","21:00","1022.4","-","3.4","326","3.3","2.7","54","1.8","3.7","2.7"
"Jyväskylä lentoasema AWOS","2024","5","11","22:00","1022.6","-","2.8","333","2.2","1.7","55","1.3","3.4","2.3"
"Jyväskylä lentoasema AWOS","2024","5","11","23:00","1023","-","3","302","2.5","2.1","62","0.4","2.5","1.3"
"Jyväskylä lentoasema AWOS","2024","5","12","00:00","1023.2","-","2.2","307","2","1.5","65","-0.6","1.1","0.7"
"Jyväskylä lentoasema AWOS","2024","5","12","01:00","1023.3","-","2.8","307","2.1","1.6","67","-0.2","0.6","0.2"
"Jyväskylä lentoasema AWOS","2024","5","12","02:00","1023.5","-","2.5","290","2.3","2.1","74","-2.2","0","-1"
"Jyväskylä lentoasema AWOS","2024","5","12","03:00","1023.6","-","2.6","312","2.2","1.7","75","-1.7","0","-0.9"
"Jyväskylä lentoasema AWOS","2024","5","12","04:00","1023.7","-","1.3","351","1.3","0.6","69","-0.3","2.7","1.3"
"Jyväskylä lentoasema AWOS","2024","5","12","05:00","1023.6","-","2.5","8","1.3","0.9","55","2.9","6.6","4.6"
"Jyväskylä lentoasema AWOS","2024","5","12","06:00","1023.5","-","1.8","52","1.1","0.7","44","6.3","7.9","7.1"
"Jyväskylä lentoasema AWOS","2024","5","12","07:00","1023.2","-","4.3","268","2.3","1.9","40","7.8","9.3","8.5"
"Jyväskylä lentoasema AWOS","2024","5","12","08:00","1022.9","-","5.5","277","3.4","2.4","36","8.9","11.3","9.9"
"Jyväskylä lentoasema AWOS","2024","5","12","09:00","1022.5","-","5.3","268","3.1","2.2","35","10.3","11.6","10.9"
"Jyväskylä lentoasema AWOS","2024","5","12","10:00","1022.1","-","7.2","244","3.6","3.1","32","11.2","13.1","12.1"
"Jyväskylä lentoasema AWOS","2024","5","12","11:00","1021.7","-","7.8","270","4.4","3.5","32","12.1","13.3","12.8"
"Jyväskylä lentoasema AWOS","2024","5","12","12:00","1021.5","-","7.5","272","5","3.8","37","12","13.4","12.8"
"Jyväskylä lentoasema AWOS","2024","5","12","13:00","1021.4","-","5.1","284","4.4","3.1","50","11.3","12.2","11.8"
"Jyväskylä lentoasema AWOS","2024","5","12","14:00","1021.1","-","6.1","265","4","3.4","53","11.2","12","11.5"
"Jyväskylä lentoasema AWOS","2024","5","12","15:00","1021","-","6","254","4.5","3.6","50","10.6","11.5","11"
"Jyväskylä lentoasema AWOS","2024","5","12","16:00","1020.7","-","6.1","221","4.1","3.5","52","10.5","10.9","10.7"
"Jyväskylä lentoasema AWOS","2024","5","12","17:00","1020.4","-","6.4","249","4.1","3.6","52","10.5","10.9","10.7"
"Jyväskylä lentoasema AWOS","2024","5","12","18:00","1020.4","-","6.7","262","4.2","3.5","55","9.7","10.5","10.2"
"Jyväskylä lentoasema AWOS","2024","5","12","19:00","1020.5","-","6.1","269","4.3","3.1","68","8.5","9.6","9.1"
"Jyväskylä lentoasema AWOS","2024","5","12","20:00","1020.7","-","4.1","282","3.3","2.5","77","7.8","8.5","8.1"
"Jyväskylä lentoasema AWOS","2024","5","12","21:00","1020.7","-","4","287","2.9","2.4","79","7.4","7.8","7.6"
"Jyväskylä lentoasema AWOS","2024","5","12","22:00","1020.7","-","3.4","286","2.5","1.8","78","7.1","7.5","7.3"
"Jyväskylä lentoasema AWOS","2024","5","12","23:00","1020.8","-","1.9","291","1.2","0.9","79","6.8","7.2","7"
"Jyväskylä lentoasema AWOS","2024","5","13","00:00","1020.8","-","1.9","298","1.5","1.1","80","5.9","6.9","6.6"
"Jyväskylä lentoasema AWOS","2024","5","13","01:00","1020.8","-","1.2","330","0.9","0.5","85","4.9","6","5.3"
"Jyväskylä lentoasema AWOS","2024","5","13","02:00","1021","-","1.5","300","1.3","1","92","2.9","5.1","3.6"
"Jyväskylä lentoasema AWOS","2024","5","13","03:00","1021.1","-","1.8","258","0.9","0.6","93","3.3","4.6","3.9"
"Jyväskylä lentoasema AWOS","2024","5","13","04:00","1021.1","-","1.5","230","1.1","0.5","87","4.6","6.5","5.4"
"Jyväskylä lentoasema AWOS","2024","5","13","05:00","1021","-","1.3","153","0.6","0.5","78","6.5","9.1","7.7"
"Jyväskylä lentoasema AWOS","2024","5","13","06:00","1020.8","-","2","108","1","0.6","73","8.7","10.8","9.8"
"Jyväskylä lentoasema AWOS","2024","5","13","07:00","1020.5","-","4.5","223","2.9","1.4","68","10.1","12.7","11.6"
"Jyväskylä lentoasema AWOS","2024","5","13","08:00","1020.2","-","4.4","285","3","1.9","61","12.6","14.6","13.5"
"Jyväskylä lentoasema AWOS","2024","5","13","09:00","1019.8","-","6.8","333","3.1","2.4","55","14.3","16.3","15.1"
"Jyväskylä lentoasema AWOS","2024","5","13","10:00","1019.4","-","5.4","337","2.9","2.1","49","15.5","17.7","16.3"
"Jyväskylä lentoasema AWOS","2024","5","13","11:00","1019","-","5","18","3.5","2.5","46","16.3","17.7","17"
"Jyväskylä lentoasema AWOS","2024","5","13","12:00","1018.7","-","3.5","53","2","1.3","46","16.8","17.6","17.1"
"Jyväskylä lentoasema AWOS","2024","5","13","13:00","1018.6","-","3.6","108","2.7","1.7","47","16.7","17.2","16.9"
"Jyväskylä lentoasema AWOS","2024","5","13","14:00","1018.6","-","4.8","109","3.2","2.7","49","16.6","17.2","16.9"
"Jyväskylä lentoasema AWOS","2024","5","13","15:00","1018.4","-","4.2","110","3.4","3.1","50","16.4","16.9","16.6"
"Jyväskylä lentoasema AWOS","2024","5","13","16:00","1018.3","-","4.3","118","3.4","3","51","16","16.5","16.3"
"Jyväskylä lentoasema AWOS","2024","5","13","17:00","1018.3","-","3.9","131","3.3","2.9","53","15.7","16.1","15.9"
"Jyväskylä lentoasema AWOS","2024","5","13","18:00","1018.5","-","4.5","121","3.6","3","56","14.8","15.8","15.3"
"Jyväskylä lentoasema AWOS","2024","5","13","19:00","1018.7","-","2.8","131","2.3","2","61","13.9","14.7","14.2"
"Jyväskylä lentoasema AWOS","2024","5","13","20:00","1019","-","2.1","126","1.8","1.6","65","12.5","14.1","13.2"
"Jyväskylä lentoasema AWOS","2024","5","13","21:00","1019.3","-","1.6","129","1.4","0.7","75","10.1","12.6","11.4"
"Jyväskylä lentoasema AWOS","2024","5","13","22:00","1019.5","-","1","331","0.7","0.4","80","9.6","10.7","10.2"
"Jyväskylä lentoasema AWOS","2024","5","13","23:00","1019.7","-","0.9","309","0.8","0.4","86","8","10.3","9.1"
"Jyväskylä lentoasema AWOS","2024","5","14","00:00","1019.9","-","0.9","304","0.7","0.6","90","5.8","8.3","7.1"
"Jyväskylä lentoasema AWOS","2024","5","14","01:00","1020.1","-","0.9","305","0.8","0.6","90","5.3","7","6.1"
"Jyväskylä lentoasema AWOS","2024","5","14","02:00","1020.2","-","1.1","306","0.9","0.6","92","4.1","5.8","5"
"Jyväskylä lentoasema AWOS","2024","5","14","03:00","1020.4","-","0.7","202","0.5","0.3","93","4.5","6.5","5.4"
"Jyväskylä lentoasema AWOS","2024","5","14","04:00","1020.5","-","1.7","127","1.3","0.7","85","6.5","9.4","8"
"Jyväskylä lentoasema AWOS","2024","5","14","05:00","1020.3","-","2.7","129","2.2","1.6","73","9.4","13","11.5"
"Jyväskylä lentoasema AWOS","2024","5","14","06:00","1020.1","-","3.1","175","1.9","1.6","65","12.6","15.1","13.9"
"Jyväskylä lentoasema AWOS","2024","5","14","07:00","1020","-","4.7","157","2","1.7","59","14.7","17.4","16.2"
"Jyväskylä lentoasema AWOS","2024","5","14","08:00","1020","-","4.8","190","2.5","2","52","16.9","18.9","18"
"Jyväskylä lentoasema AWOS","2024","5","14","09:00","1019.9","-","4.9","218","3.2","2.2","48","18.1","19.7","18.8"
"Jyväskylä lentoasema AWOS","2024","5","14","11:00","1019.3","-","7","222","3.5","2.9","41","19.6","21.7","20.6"
"Jyväskylä lentoasema AWOS","2024","5","14","12:00","1019","-","5.8","187","3.9","2.5","41","20.3","21.6","20.7"
"Jyväskylä lentoasema AWOS","2024","5","14","13:00","1018.8","-","6.8","178","4.7","3.2","40","20.5","22.1","21.3"
"Jyväskylä lentoasema AWOS","2024","5","14","14:00","1018.4","-","7.3","153","4.8","4","40","20.9","22.3","21.3"
"Jyväskylä lentoasema AWOS","2024","5","14","15:00","1018.3","-","6.6","177","4.8","4","40","20.8","21.9","21.2"
"Jyväskylä lentoasema AWOS","2024","5","14","16:00","1018","-","7","187","4.7","4.1","39","21","21.7","21.3"
"Jyväskylä lentoasema AWOS","2024","5","14","17:00","1017.9","-","6.9","180","4.8","4.1","39","20.7","21.4","21.1"
"Jyväskylä lentoasema AWOS","2024","5","14","18:00","1018.1","-","6","180","4.4","3.6","43","19.3","20.7","20.2"
"Jyväskylä lentoasema AWOS","2024","5","14","19:00","1018.1","-","5.5","180","3.6","3.1","48","17.7","19.5","18.6"
"Jyväskylä lentoasema AWOS","2024","5","14","20:00","1018.4","-","4.6","171","3.3","3.1","54","15.8","17.7","17"
"Jyväskylä lentoasema AWOS","2024","5","14","21:00","1018.7","-","5","174","3.7","2.8","62","14.7","16.5","15.4"
"Jyväskylä lentoasema AWOS","2024","5","14","22:00","1019.1","-","2.8","177","2.3","1.9","68","13.5","15","14"
"Jyväskylä lentoasema AWOS","2024","5","14","23:00","1019.3","-","4.2","185","3.3","2.7","74","11.1","13.5","12.6"
"Jyväskylä lentoasema AWOS","2024","5","15","00:00","1019.3","-","3.5","188","3.1","2.4","82","9.7","12","11"
"Jyväskylä lentoasema AWOS","2024","5","15","01:00","1019.5","-","3.4","186","2.7","2.4","93","7.7","9.7","8.5"
"Jyväskylä lentoasema AWOS","2024","5","15","02:00","1019.5","-","3.1","174","2.4","2","94","7.1","9.7","8.2"
"Jyväskylä lentoasema AWOS","2024","5","15","03:00","1019.2","-","3.3","195","2.7","2.5","87","7.7","10.6","9.3"
"Jyväskylä lentoasema AWOS","2024","5","15","04:00","1018.9","-","5.5","200","3.8","2.9","75","10.6","12.1","11.6"
"Jyväskylä lentoasema AWOS","2024","5","15","05:00","1018.7","-","5.5","216","3.9","3.4","68","12.2","13.5","12.9"
"Jyväskylä lentoasema AWOS","2024","5","15","06:00","1018.7","-","6","234","4.1","3.4","63","13.4","15.3","14.2"
"Jyväskylä lentoasema AWOS","2024","5","15","07:00","1018.7","-","6.5","233","4.6","3.9","57","15.2","17.7","16.3"
"Jyväskylä lentoasema AWOS","2024","5","15","08:00","1018.5","-","7.9","230","4.4","4","50","17.5","20.5","18.9"
"Jyväskylä lentoasema AWOS","2024","5","15","09:00","1018.3","-","7.7","237","5.1","4.4","44","20.2","22","21"
"Jyväskylä lentoasema AWOS","2024","5","15","10:00","1018","-","9.7","250","6","5.4","39","21.4","23.6","22.5"
"Jyväskylä lentoasema AWOS","2024","5","15","11:00","1017.7","-","9.6","250","6.1","5.5","37","23.1","24.2","23.7"
"Jyväskylä lentoasema AWOS","2024","5","15","12:00","1017.4","-","11.4","250","6.8","5.8","36","23.5","25.1","24.3"
"Jyväskylä lentoasema AWOS","2024","5","15","13:00","1017.2","-","11.5","259","6.5","5.5","34","23.6","25.4","24.5"
"Jyväskylä lentoasema AWOS","2024","5","15","14:00","1017","-","11.1","249","6.7","5.8","32","23.7","25.1","24.5"
"Jyväskylä lentoasema AWOS","2024","5","15","15:00","1017","-","9.8","252","6.6","5.2","30","23.7","24.9","24.3"
"Jyväskylä lentoasema AWOS","2024","5","15","16:00","1017.1","-","8.8","245","6.3","4.9","30","23.3","24.1","23.7"
"Jyväskylä lentoasema AWOS","2024","5","15","17:00","1017.1","-","9.7","254","5.9","5.3","28","23.1","23.9","23.5"
"Jyväskylä lentoasema AWOS","2024","5","15","18:00","1017.5","-","8.3","271","5.6","4.5","29","21.2","23.1","22.3"
"Jyväskylä lentoasema AWOS","2024","5","15","19:00","1018","-","7","269","4","3.5","30","19.1","21.6","20.5"
"Jyväskylä lentoasema AWOS","2024","5","15","20:00","1018.6","-","5.2","261","3.7","2.6","35","15.1","19.4","17.9"
"Jyväskylä lentoasema AWOS","2024","5","15","21:00","1019.2","-","3","274","2","1.5","50","12.5","15","13.7"
"Jyväskylä lentoasema AWOS","2024","5","15","22:00","1019.6","-","5","273","3.2","2.8","46","12.8","15.5","14.7"
"Jyväskylä lentoasema AWOS","2024","5","15","23:00","1019.8","-","4.7","277","3","2.7","50","12.5","14.4","13.8"
"Jyväskylä lentoasema AWOS","2024","5","16","00:00","1020.1","-","3.7","270","2.4","2.1","61","8.5","12.8","11.3"
"Jyväskylä lentoasema AWOS","2024","5","16","01:00","1020.2","-","4.8","242","3.3","2.1","77","7","9","8.1"
"Jyväskylä lentoasema AWOS","2024","5","16","02:00","1020.1","-","6.1","248","4.3","3.8","80","6.6","8.8","7.4"
"Jyväskylä lentoasema AWOS","2024","5","16","03:00","1020","-","6.2","259","4.4","3","72","7.1","12.8","10.3"
"Jyväskylä lentoasema AWOS","2024","5","16","04:00","1020.2","-","5.2","285","3.1","2.1","62","12.5","13.9","13.3"
"Jyväskylä lentoasema AWOS","2024","5","16","05:00","1020.3","-","4.8","284","3.4","3","58","13.8","15.3","14.6"
"Jyväskylä lentoasema AWOS","2024","5","16","06:00","1020.3","-","4.4","300","3.4","2.1","54","15.1","16.6","16"
