"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema","2024","5","30","03:00","13.4","14.6","12.3","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","04:00","15.8","18.2","14.1","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","05:00","18.1","19.3","17.6","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","06:00","20.3","21.6","19.2","-","65","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","07:00","22.6","23.9","21.6","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","08:00","24.7","25.4","23.9","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","09:00","25.4","26.2","24.8","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","10:00","26.1","27.2","24.7","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","11:00","26.5","27.2","25.8","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","12:00","24.2","26.8","22.1","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","13:00","21.2","22.3","20.2","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","14:00","20.6","20.9","20.2","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","15:00","18","20.4","16.9","-","77","-","-","-","2.3","-"
"Jyväskylä lentoasema","2024","5","30","16:00","18","18.7","17.2","-","84","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","5","30","17:00","17.7","18","17.4","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","18:00","17.3","17.4","17.2","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","19:00","17.6","17.8","17.2","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","20:00","16.6","17.5","16","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","21:00","14.7","16.2","13.9","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","22:00","14.3","14.6","14","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","30","23:00","13.9","14.4","13.2","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","00:00","12.6","14","10.9","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","01:00","12","12.8","11.3","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","02:00","12.6","12.9","12.1","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","03:00","13.5","14.4","12.8","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","04:00","15.7","16.7","14.4","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","05:00","18.1","19.4","16.7","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","06:00","19.9","20.5","19.2","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","07:00","21.5","22.2","20.3","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","08:00","22.8","23.9","22","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","09:00","23.9","24.7","23.3","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","10:00","25.2","25.9","24.3","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","11:00","25.9","26.8","25.1","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","12:00","26.2","26.8","25.5","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","13:00","26.1","27.5","25.5","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","14:00","22.5","25.5","19.6","-","65","-","-","-","3.4","-"
"Jyväskylä lentoasema","2024","5","31","15:00","22.7","23.9","20.3","-","69","-","-","-","0.5","-"
"Jyväskylä lentoasema","2024","5","31","16:00","20.2","21.3","19.7","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","17:00","22.2","23.7","20.3","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","18:00","22.4","23.5","21.5","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","19:00","20.5","21.6","19.5","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","20:00","18.9","19.5","17.2","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","21:00","17.4","18","16.6","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","22:00","16.2","17.6","14.6","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","31","23:00","14.6","14.9","14.2","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","00:00","14.1","15","13.4","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","01:00","14.6","15.2","13.6","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","02:00","13.5","14","13.3","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","03:00","14.4","15.6","13.5","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","04:00","17.4","19.3","15.6","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","05:00","20.3","21.4","19.1","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","06:00","21.9","23.1","20.9","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","07:00","23.7","24.6","22.9","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","08:00","25.2","25.9","24.5","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","09:00","25.9","26.5","25.3","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","10:00","26.6","27.2","26","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","11:00","26.7","27.2","26.3","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","12:00","27.3","28","26.8","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","13:00","27.5","28.2","27","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","14:00","27.9","28.5","27.4","-","35","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","15:00","27.7","28","27.4","-","35","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","16:00","26.7","27.5","26.2","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","17:00","26.2","26.5","25.5","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","18:00","24.2","25.5","23","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","19:00","22.9","23.7","22","-","59","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","20:00","20.1","21.9","18.6","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","21:00","19","20.3","18","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","22:00","18.4","19","17.8","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","1","23:00","17.7","18.2","17.3","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","00:00","17","17.6","15.7","-","85","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","01:00","16.4","16.6","15.9","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","02:00","16.5","16.6","16.3","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","03:00","16.5","16.8","16.3","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","04:00","17.3","18","16.7","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","05:00","18.1","18.5","17.9","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","06:00","18.9","19.3","18.5","-","88","-","-","-","0.5","-"
"Jyväskylä lentoasema","2024","6","2","07:00","19.3","20","18.3","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","08:00","18.2","19","16.9","-","81","-","-","-","3","-"
"Jyväskylä lentoasema","2024","6","2","09:00","16.7","16.9","16.5","-","89","-","-","-","0.8","-"
"Jyväskylä lentoasema","2024","6","2","10:00","16.3","16.7","16.1","-","94","-","-","-","5.2","-"
"Jyväskylä lentoasema","2024","6","2","11:00","17.4","18.3","16.1","-","92","-","-","-","1.5","-"
"Jyväskylä lentoasema","2024","6","2","12:00","19.3","19.6","18.3","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","13:00","19.5","19.7","19.2","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","14:00","19.6","20.3","19.1","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","15:00","20.7","20.9","20.3","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","16:00","20.4","21.1","19.9","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","17:00","19.5","20","18.6","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","18:00","18.6","19.4","17.4","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","19:00","17.1","17.8","16.4","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","20:00","17.6","17.8","17.2","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","21:00","16.7","17.3","16","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","22:00","16.4","16.7","15.9","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","2","23:00","16.3","16.6","15.9","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","00:00","16.1","16.6","14.9","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","01:00","14.6","15.4","13.9","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","02:00","13.4","14.4","12.5","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","03:00","15.4","16","14.1","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","04:00","16.5","16.9","16","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","05:00","17.8","18.7","16.9","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","06:00","19.1","20","18.5","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","07:00","20.1","20.9","19.5","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","08:00","20.8","21.5","20","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","09:00","21.8","22.5","21.1","-","59","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","10:00","22.1","23.2","21.2","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","11:00","23.3","24.2","22.2","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","12:00","24.4","25","23.8","-","38","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","13:00","24.8","25.6","24.2","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","14:00","25.1","25.6","24.7","-","33","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","15:00","24.9","25.7","24.3","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","16:00","24.4","25.1","23.1","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","17:00","24.6","25.1","24","-","42","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","18:00","23.7","24.5","23.1","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","19:00","21.7","23.2","19.9","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","20:00","19.2","19.9","18.4","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","21:00","17.7","18.4","16.8","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","3","22:00","16.6","18","15.9","-","80","-","-","-","4.9","-"
"Jyväskylä lentoasema","2024","6","3","23:00","15.3","16.2","14.6","-","94","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","6","4","00:00","14.5","14.9","14","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","01:00","14.3","15.2","13.8","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","02:00","13.3","13.7","13","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","03:00","14.2","15.1","13.3","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","04:00","16.1","16.8","15.2","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","05:00","16.7","17.2","16.2","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","06:00","17.8","19.3","17.1","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","07:00","20.1","21.2","19.1","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","08:00","20.7","21.5","20.1","-","65","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","09:00","21.1","22.7","20.4","-","65","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","10:00","22.7","23.4","22","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","11:00","23.9","24.6","23.1","-","48","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","12:00","23.9","24.7","23.3","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","13:00","24.3","25.3","23.6","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","14:00","24.4","25.5","23.3","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","15:00","23.3","24.8","21.9","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","16:00","22.1","23.5","21.4","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","17:00","21.3","22","20.8","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","18:00","20.3","20.9","19.7","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","19:00","18.7","19.6","17.3","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","20:00","16.3","17.2","14.7","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","21:00","14.3","15.6","12.2","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","22:00","11.7","13","10.5","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","4","23:00","9.8","11.3","8.7","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","00:00","9.3","10.6","8.2","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","01:00","10.7","11","9.9","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","02:00","10.5","11.1","9.1","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","03:00","12","13.1","11","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","04:00","14.8","15.7","13.1","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","05:00","16.4","17.2","15.7","-","73","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","06:00","18.1","19","17.1","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","07:00","19.5","20.3","18.8","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","08:00","20.8","21.5","20.1","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","09:00","22","23","21.1","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","10:00","23.1","23.9","22.2","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","11:00","24.5","25.6","23.4","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","12:00","25.2","25.9","24.7","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","13:00","25.6","26.1","24.9","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","14:00","25.1","26.1","23.9","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","15:00","25.2","26","24.7","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","16:00","25.5","26","25","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","17:00","25","25.4","24.7","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","18:00","24.1","24.8","23.4","-","38","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","19:00","22.2","23.4","20.6","-","42","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","20:00","19.8","20.5","19.1","-","48","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","21:00","17.8","19.5","15.9","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","22:00","15.6","16.2","14.7","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","5","23:00","13.8","14.7","12.4","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","00:00","11.6","12.3","10.1","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","01:00","10.5","11.4","9.6","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","02:00","10.4","11.2","9.7","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","03:00","12","12.8","11","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","04:00","14.1","15.7","12.8","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","05:00","16.8","18","15.7","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","06:00","18.2","18.8","17.5","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","07:00","19","19.8","18.5","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","08:00","19.7","20.6","18.9","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","09:00","20.1","20.9","19.5","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","10:00","20.4","21.2","20","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","11:00","21","21.9","20.4","-","48","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","12:00","19.8","21.6","17.1","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","13:00","16.9","17.6","16.3","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","14:00","15.9","16.9","14.4","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","15:00","14.2","14.8","12.9","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","16:00","12.6","12.9","12.5","-","72","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","17:00","13","13.9","12.3","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","18:00","14.1","14.6","13.5","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","19:00","13.9","14.6","13.2","-","72","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","20:00","12.1","13.2","11.3","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","21:00","10.5","11.5","9.5","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","22:00","9.4","10.4","8.3","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","6","23:00","7.7","8.4","7.2","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","00:00","6.6","7.3","5.8","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","01:00","5.8","6.2","5.4","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","02:00","6","6.9","5.6","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","03:00","7.6","8.4","6.9","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","04:00","9.4","10.8","7.2","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","05:00","12.7","14.1","10.7","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","06:00","14.3","15","13.8","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","07:00","15.2","16.1","14.7","-","48","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","08:00","15.4","16.6","14.7","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","09:00","16.5","17.2","15.9","-","42","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","10:00","17.4","18","16.8","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","11:00","17.7","18.6","16.9","-","38","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","12:00","17.7","18.9","16.9","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","13:00","17.5","18.2","17","-","37","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","14:00","17.9","19.1","17.3","-","33","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","15:00","16.3","17.7","15.2","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","16:00","15.3","15.9","14.6","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","17:00","15.9","16.5","15.3","-","48","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","18:00","15.6","15.8","15.3","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","19:00","14.8","15.5","13.9","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","20:00","12.4","13.9","11.4","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","21:00","9.8","11.4","8.7","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","22:00","7.7","9","7.1","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","7","23:00","6.7","7.5","6.1","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","00:00","6.1","6.4","5.8","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","01:00","5.1","6","4.7","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","02:00","5","6.6","3.8","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","03:00","7.2","8.7","6.2","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","04:00","9.8","11.4","8.5","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","05:00","12.6","13.5","11.5","-","72","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","06:00","13.9","14.7","13.3","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","07:00","15","15.8","14.4","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","08:00","14.9","16","14","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","09:00","15.1","15.8","14.5","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","10:00","16","16.6","14.8","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","11:00","16.2","17.5","15.6","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","12:00","15.3","16","14.6","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","13:00","14.5","16.2","11.8","-","59","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","6","8","14:00","10.9","11.7","10.4","-","89","-","-","-","1.5","-"
"Jyväskylä lentoasema","2024","6","8","15:00","13","13.5","11.8","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","16:00","14.5","15","13.7","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","17:00","14.9","15.6","14.7","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","18:00","14.7","15.6","14.2","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","19:00","14.6","14.9","14.1","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","20:00","12.3","14.1","10.8","-","73","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","21:00","9.8","11","8.4","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","22:00","7.9","8.4","7.5","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","8","23:00","7","7.5","6.7","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","00:00","6","6.8","5.1","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","01:00","5.2","5.4","4.9","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","02:00","5.5","6.4","4.8","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","03:00","6.5","7.5","6.1","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","04:00","9","10.5","6.9","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","05:00","12.1","13","10.6","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","06:00","13.8","14.6","12.9","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","07:00","14.4","15.2","13.2","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","08:00","14.9","15.9","14","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","09:00","15.3","16.2","14.5","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","10:00","15.7","16.2","15.3","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","11:00","13.7","15.2","12.1","-","70","-","-","-","0.6","-"
"Jyväskylä lentoasema","2024","6","9","12:00","12.2","12.9","11.9","-","88","-","-","-","0.4","-"
"Jyväskylä lentoasema","2024","6","9","13:00","11.7","12.5","11.3","-","92","-","-","-","1.9","-"
"Jyväskylä lentoasema","2024","6","9","14:00","10.4","11.8","9.4","-","95","-","-","-","5.1","-"
"Jyväskylä lentoasema","2024","6","9","15:00","9.6","10.3","9.3","-","97","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","6","9","16:00","10.6","10.9","10.3","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","17:00","10.7","11.1","10.4","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","18:00","10.2","10.5","10","-","95","-","-","-","0.8","-"
"Jyväskylä lentoasema","2024","6","9","19:00","9.7","10.1","8.8","-","95","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","6","9","20:00","7.8","8.8","7.3","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","21:00","7","7.3","6.6","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","22:00","5.6","6.6","5","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","9","23:00","4.4","5","3.9","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","10","00:00","3.9","4.3","3.5","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","10","01:00","2.8","3.4","2","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","10","02:00","2.7","3.5","2.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","10","03:00","5.5","7","3.2","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","10","04:00","7.3","7.5","7.1","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","6","10","05:00","7.9","8.2","7.5","-","98","-","-","-","0.3","-"
